Search Term,Average Interest,Wikipedia Interest,Year
Brian Laundrie,7.886792452830188,16.566037735849058,2021
Squid Game,8.150943396226415,15.18867924528302,2021
Tiger Woods,4.2075471698113205,12.716981132075471,2021
Alec Baldwin,4.547169811320755,20.32075471698113,2021
Derek Chauvin,3.358490566037736,20.88679245283019,2021
Morgan Wallen,8.528301886792454,31.71698113207547,2021
Henry Ruggs III,0.8490566037735849,90.88679245283019,2021
Shailene Woodley,7.962264150943396,75.13207547169812,2021
Stimulus update,9.018867924528301,17.39622641509434,2021
DMX update,1.9245283018867925,47.24528301886792,2021
Brian Laundrie update,5.377358490566038,90.88679245283019,2021
Gabby Petito update,2.3773584905660377,90.88679245283019,2021
Hurricane Ida update,1.0943396226415094,90.88679245283019,2021
Caldor fire update,1.509433962264151,90.88679245283019,2021
Dixie fire update,1.1132075471698113,90.88679245283019,2021
Tiger Woods update,1.830188679245283,90.88679245283019,2021
Derek Chauvin update,0.3018867924528302,90.88679245283019,2021
Severe thunderstorm warning update,0.8679245283018868,90.88679245283019,2021
Gina Carano,4.773584905660377,53.64150943396226,2021
Armie Hammer,7.754716981132075,84.26415094339623,2021
Jake Gyllenhaal,8.226415094339623,81.45283018867924,2021
Dave Chappelle,12.339622641509434,90.88679245283019,2021
Bo Burnham,10.037735849056604,90.88679245283019,2021
Dog the Bounty Hunter,4.132075471698113,76.86792452830188,2021
Hamster,28.132075471698112,90.88679245283019,2021
Twisted tea,3.2830188679245285,36.0377358490566,2021
Sheesh,2.547169811320755,90.88679245283019,2021
Red flag,10.566037735849056,90.88679245283019,2021
Dab me up,0.4716981132075472,90.88679245283019,2021
Trade offer,0.6226415094339622,90.88679245283019,2021
Vin Diesel family,0.20754716981132076,90.88679245283019,2021
Suez Canal,4.754716981132075,45.18867924528302,2021
Among Us,43.41509433962264,84.22641509433963,2021
Battlefield 2042,10.679245283018869,90.88679245283019,2021
Resident Evil Village,7.867924528301887,90.88679245283019,2021
Valheim,13.81132075471698,65.67924528301887,2021
Forza Horizon 5,7.3584905660377355,90.88679245283019,2021
Madden NFL 22,0.5660377358490566,90.88679245283019,2021
Outriders,9.264150943396226,90.88679245283019,2021
Pokémon Unite,0.16981132075471697,90.88679245283019,2021
Biomutant,3.018867924528302,90.88679245283019,2021
Friday Night Funkin',0.5849056603773585,90.88679245283019,2021
The Weeknd,8.245283018867925,36.679245283018865,2021
Dr. Dre,1.3396226415094339,90.88679245283019,2021
Olivia Rodrigo,24.830188679245282,70.0,2021
Marilyn Manson,8.264150943396226,90.88679245283019,2021
Daft Punk,3.6037735849056602,61.9622641509434,2021
Bobby Shmurda,3.6792452830188678,74.60377358490567,2021
"good 4 u, Olivia Rodrigo",0.0,90.88679245283019,2021
"WAP, Cardi B feat. Megan Thee Stallion",0.0,90.88679245283019,2021
"MONTERO (Call Me by Your Name), Lil Nas X",0.0,90.88679245283019,2021
Bridgerton,10.716981132075471,29.41509433962264,2021
WandaVision,16.830188679245282,49.943396226415096,2021
Ginny and Georgia,8.660377358490566,58.84905660377358,2021
Firefly Lane,7.773584905660377,85.69811320754717,2021
Manifest,24.07547169811321,62.84905660377358,2021
Mare of Easttown,11.018867924528301,85.49056603773585,2021
Loki,15.867924528301886,41.0377358490566,2021
Midnight Mass,6.735849056603773,76.26415094339623,2021
Indie,9.660377358490566,90.88679245283019,2021
Dark academia,2.018867924528302,90.88679245283019,2021
Cottagecore,3.4339622641509435,90.88679245283019,2021
Y2K,4.60377358490566,90.88679245283019,2021
Kidcore,0.9811320754716981,90.88679245283019,2021
Coconut girl,0.11320754716981132,90.88679245283019,2021
Kawaii,9.547169811320755,90.88679245283019,2021
Slytherin,2.943396226415094,90.88679245283019,2021
Odell Beckham Jr.,0.16981132075471697,90.88679245283019,2021
Aaron Rodgers,24.69811320754717,56.716981132075475,2021
Giannis Antetokounmpo,8.132075471698114,78.33962264150944,2021
Christian Eriksen,2.8679245283018866,90.88679245283019,2021
Jake Paul,8.245283018867925,19.28301886792453,2021
TikTok pasta,1.8867924528301887,90.88679245283019,2021
Bacon jam,1.1132075471698113,90.88679245283019,2021
Birria tacos,12.037735849056604,90.88679245283019,2021
Crockpot chicken,7.754716981132075,90.88679245283019,2021
Hamantaschen,0.22641509433962265,90.88679245283019,2021
Baked oats,0.7924528301886793,90.88679245283019,2021
Norm Macdonald,2.5283018867924527,25.037735849056602,2021
Michael K. Williams,0.3584905660377358,90.88679245283019,2021
Larry King,5.0,53.77358490566038,2021
Colin Powell,2.5283018867924527,31.32075471698113,2021
Dustin Diamond,2.660377358490566,42.0188679245283,2021
Biz Markie,4.283018867924528,72.94339622641509,2021
Disneyland tickets,7.320754716981132,90.22641509433963,2022
Bad Bunny tickets,1.6037735849056605,90.22641509433963,2022
Taylor Swift tickets,3.0754716981132075,73.18867924528301,2022
Phillies tickets,1.150943396226415,90.22641509433963,2022
Blink 182 tickets,0.24528301886792453,90.22641509433963,2022
Black Panther: Wakanda Forever tickets,0.0,90.22641509433963,2022
Paul McCartney tickets,0.11320754716981132,90.22641509433963,2022
San Diego Padres tickets,0.05660377358490566,90.22641509433963,2022
Coachella tickets,0.6415094339622641,90.22641509433963,2022
Steve Lacy tickets,0.1320754716981132,90.22641509433963,2022
The Watcher,5.679245283018868,36.75471698113208,2022
Inventing Anna,8.90566037735849,69.15094339622641,2022
House of the Dragon,12.132075471698114,47.64150943396226,2022
Moon Knight,18.358490566037737,90.22641509433963,2022
Yellowstone,24.20754716981132,20.79245283018868,2022
The Summer I Turned Pretty,6.867924528301887,62.339622641509436,2022
Obi-Wan Kenobi,2.0,90.22641509433963,2022
She-Hulk: Attorney at Law,0.0,90.22641509433963,2022
Johnny Depp,9.622641509433961,11.20754716981132,2022
Will Smith,3.2830188679245285,5.018867924528302,2022
Amber Heard,12.547169811320755,19.41509433962264,2022
Chris Rock,2.660377358490566,9.09433962264151,2022
Ashley Judd,4.339622641509434,90.22641509433963,2022
Serena Williams,4.811320754716981,30.528301886792452,2022
Joe Burrow,8.528301886792454,53.264150943396224,2022
Manti Te'o,4.132075471698113,90.22641509433963,2022
Brittney Griner,9.660377358490566,47.867924528301884,2022
Eileen Gu,2.7735849056603774,90.22641509433963,2022
Baker Mayfield,10.830188679245284,90.22641509433963,2022
Kamila Valieva,2.0943396226415096,90.22641509433963,2022
Queen Elizabeth passing,0.018867924528301886,90.22641509433963,2022
Ukraine,9.830188679245284,3.5849056603773586,2022
Powerball numbers,6.471698113207547,10.18867924528302,2022
Hurricane Ian,2.188679245283019,4.60377358490566,2022
Monkeypox,8.90566037735849,15.415094339622641,2022
Texas school shooting,2.0943396226415096,21.660377358490567,2022
Will Smith Oscars,1.9622641509433962,25.88679245283019,2022
Johnny Depp verdict,2.1320754716981134,27.11320754716981,2022
Roe v Wade,5.283018867924528,25.264150943396228,2022
Diesel shortage,1.4339622641509433,90.22641509433963,2022
Baby formula shortage,1.6226415094339623,90.22641509433963,2022
Tampon shortage,0.39622641509433965,90.22641509433963,2022
Adderall shortage,0.5660377358490566,90.22641509433963,2022
Sriracha shortage,0.37735849056603776,90.22641509433963,2022
Food shortage,1.849056603773585,90.22641509433963,2022
Cream cheese shortage,0.16981132075471697,90.22641509433963,2022
Avocado shortage,0.03773584905660377,90.22641509433963,2022
Lettuce shortage,0.09433962264150944,90.22641509433963,2022
Epidural shortage,0.07547169811320754,90.22641509433963,2022
Encanto,18.90566037735849,28.037735849056602,2022
Thor: Love and Thunder,10.245283018867925,47.075471698113205,2022
Top Gun: Maverick,15.433962264150944,64.79245283018868,2022
The Batman,14.018867924528301,31.0188679245283,2022
Everything Everywhere All at Once,17.943396226415093,90.22641509433963,2022
Black Adam,11.867924528301886,56.943396226415096,2022
Jurassic World Dominion,9.452830188679245,90.22641509433963,2022
Black Panther: Wakanda Forever,2.509433962264151,90.22641509433963,2022
Morbius,14.075471698113208,73.01886792452831,2022
Turning Red,8.943396226415095,51.698113207547166,2022
Wordle,52.75471698113208,5.018867924528302,2022
Betty White,3.3962264150943398,6.471698113207547,2022
Queen Elizabeth,4.188679245283019,6.849056603773585,2022
Bob Saget,2.358490566037736,6.886792452830188,2022
Anne Heche,2.943396226415094,14.018867924528301,2022
Jeffrey Dahmer,5.3584905660377355,11.528301886792454,2022
Philadelphia Phillies,5.566037735849057,90.22641509433963,2022
Cincinnati Bengals,11.471698113207546,90.22641509433963,2022
New York Rangers,4.415094339622642,90.22641509433963,2022
San Francisco 49ers,7.264150943396227,90.22641509433963,2022
Cleveland Guardians,8.20754716981132,90.22641509433963,2022
Calgary Flames,1.0754716981132075,90.22641509433963,2022
Sugo,0.8679245283018868,90.22641509433963,2022
Cincinnati Chili,0.37735849056603776,90.22641509433963,2022
Marry Me Chicken,0.6037735849056604,90.22641509433963,2022
Quick pancake,0.0,90.22641509433963,2022
Mango pie,0.05660377358490566,90.22641509433963,2022
Green goddess salad,0.660377358490566,90.22641509433963,2022
Jennifer Aniston salad,0.16981132075471697,90.22641509433963,2022
Grinder sandwich,0.39622641509433965,90.22641509433963,2022
Bella Hadid sandwich,0.018867924528301886,90.22641509433963,2022
The Bear spaghetti,0.0,90.22641509433963,2022
Quordle,39.45283018867924,90.22641509433963,2022
Elden Ring,16.41509433962264,8.132075471698114,2022
Heardle,18.169811320754718,90.22641509433963,2022
Worldle,13.566037735849056,90.22641509433963,2022
Nerdle,10.528301886792454,90.22641509433963,2022
God of War Ragnarök,0.1320754716981132,90.22641509433963,2022
Lost Ark,11.773584905660377,27.264150943396228,2022
Overwatch 2,8.339622641509434,48.056603773584904,2022
Globle,6.9245283018867925,90.22641509433963,2022
Adam Levine,3.490566037735849,39.83018867924528,2022
Mary J. Blige,0.24528301886792453,90.22641509433963,2022
Lil Tjay,5.716981132075472,90.22641509433963,2022
Kendrick Lamar,10.452830188679245,68.28301886792453,2022
Migos,3.660377358490566,46.64150943396226,2022
Tommy Lee,11.50943396226415,90.22641509433963,2022
Kate Bush,6.0754716981132075,90.22641509433963,2022
Young Thug,7.150943396226415,90.22641509433963,2022
Foo Fighters,8.226415094339623,90.22641509433963,2022
We Don't Talk About Bruno - Encanto,0.8113207547169812,90.22641509433963,2022
Surface Pressure - Encanto,0.39622641509433965,90.22641509433963,2022
Jiggle Jiggle - Duke & Jones and Louis Theroux,0.0,90.22641509433963,2022
Unholy - Sam Smith and Kim Petras,0.0,90.22641509433963,2022
As It Was - Harry Styles,1.0943396226415094,90.22641509433963,2022
Running Up That Hill - Kate Bush,1.7169811320754718,90.22641509433963,2022
Glimpse of Us - Joji,0.4339622641509434,90.22641509433963,2022
About Damn Time - Lizzo,0.8113207547169812,90.22641509433963,2022
Anti-Hero - Taylor Swift,0.07547169811320754,90.22641509433963,2022
What Else Can I Do  - Encanto,0.20754716981132076,90.22641509433963,2022
Olivia Newton-John,1.320754716981132,90.22641509433963,2022
Ray Liotta,2.792452830188679,21.11320754716981,2022
Leslie Jordan,2.358490566037736,26.39622641509434,2022
Takeoff,2.792452830188679,19.245283018867923,2022
Taylor Hawkins,4.90566037735849,35.716981132075475,2022
Kari Lake,5.433962264150943,41.679245283018865,2022
Anna Sorokin (Delvey),0.4716981132075472,90.22641509433963,2022
Andrew Tate,6.547169811320755,21.735849056603772,2022
Gas prices near me,10.132075471698114,90.22641509433963,2022
At home COVID test near me,2.6792452830188678,90.22641509433963,2022
Voting near me,2.358490566037736,90.22641509433963,2022
Early voting near me,0.8867924528301887,90.22641509433963,2022
PCR test near me,4.39622641509434,90.22641509433963,2022
COVID booster near me,3.3773584905660377,90.22641509433963,2022
Easter egg hunt near me,0.41509433962264153,90.22641509433963,2022
Where to vote near me,0.37735849056603776,90.22641509433963,2022
Concerts near me,4.528301886792453,90.22641509433963,2022
n95 masks near me,0.37735849056603776,90.22641509433963,2022
Rupee,8.679245283018869,87.69811320754717,2022
Oligarch,2.792452830188679,90.22641509433963,2022
Cacao,5.2075471698113205,90.22641509433963,2022
Homer,14.584905660377359,90.22641509433963,2022
Recession,17.867924528301888,90.22641509433963,2022
Canny,0.9056603773584906,90.22641509433963,2022
Foray,1.6037735849056605,90.22641509433963,2022
Trove,2.792452830188679,90.22641509433963,2022
Saute,3.0,90.22641509433963,2022
Tacit,2.6037735849056602,81.15094339622641,2022
Roman empire trend,0.32075471698113206,91.41509433962264,2023
Moon phase trend,0.09433962264150944,91.41509433962264,2023
AI yearbook trend,0.07547169811320754,91.41509433962264,2023
Instagram notes number trend,0.018867924528301886,91.41509433962264,2023
Grimace shake trend,0.09433962264150944,91.41509433962264,2023
Girl dinner trend,0.0,91.41509433962264,2023
Red boots trend,0.0,91.41509433962264,2023
Dupe trend,0.0,91.41509433962264,2023
NPC trend,0.018867924528301886,91.41509433962264,2023
Damar Hamlin,2.150943396226415,4.0,2023
Jeremy Renner,5.528301886792453,29.943396226415093,2023
Travis Kelce,11.339622641509434,24.32075471698113,2023
Tucker Carlson,4.660377358490566,24.943396226415093,2023
Lil Tay,2.5283018867924527,29.41509433962264,2023
Andrew Tate,16.830188679245282,65.77358490566037,2023
Carlee Russell,2.5849056603773586,35.528301886792455,2023
Jamie Foxx,13.39622641509434,58.62264150943396,2023
Danny Masterson,5.9245283018867925,71.0754716981132,2023
Matt Rife,8.132075471698114,38.20754716981132,2023
Try That In A Small Town - Jason Aldean,2.0,91.41509433962264,2023
Rich Men North of Richmond - Oliver Anthony,0.22641509433962265,91.41509433962264,2023
Unholy - Sam Smith and Kim Petras,0.0,91.41509433962264,2023
Kill Bill - SZA,0.7924528301886793,91.41509433962264,2023
Cruel Summer - Taylor Swift,0.7735849056603774,91.41509433962264,2023
Margaritaville - Jimmy Buffett,0.22641509433962265,91.41509433962264,2023
Jerry Springer,2.6792452830188678,20.71698113207547,2023
Jimmy Buffett,4.415094339622642,27.69811320754717,2023
Sinéad O'Connor,0.18867924528301888,91.41509433962264,2023
Tyre Nichols,3.0943396226415096,28.11320754716981,2023
Lisa Marie Presley,3.207547169811321,27.566037735849058,2023
Lasagna soup,1.8113207547169812,91.41509433962264,2023
Chicken cobbler,0.2830188679245283,91.41509433962264,2023
Black cake,3.981132075471698,91.41509433962264,2023
Pumptini,0.03773584905660377,91.41509433962264,2023
Hugo spritz,0.18867924528301888,91.41509433962264,2023
Cowboy butter,0.05660377358490566,91.41509433962264,2023
Coronation quiche,0.05660377358490566,91.41509433962264,2023
Brazilian lemonade,0.11320754716981132,91.41509433962264,2023
Cottage cheese ice cream,0.33962264150943394,91.41509433962264,2023
The Last of Us,18.471698113207548,39.0,2023
Ginny & Georgia,0.1320754716981132,91.41509433962264,2023
Queen Charlotte: A Bridgerton Story,0.7735849056603774,91.41509433962264,2023
Daisy Jones & The Six,0.05660377358490566,91.41509433962264,2023
Wednesday,24.566037735849058,40.905660377358494,2023
That '90s Show,0.20754716981132076,91.41509433962264,2023
Kaleidoscope,7.226415094339623,91.41509433962264,2023
Beef,49.37735849056604,25.0,2023
The Idol,9.90566037735849,91.41509433962264,2023
The Fall of the House of Usher,5.679245283018868,91.41509433962264,2023
Hogwarts Legacy,10.735849056603774,18.88679245283019,2023
Connections,38.9622641509434,34.22641509433962,2023
Baldur's Gate 3,14.075471698113208,50.490566037735846,2023
Starfield,9.962264150943396,15.660377358490566,2023
Diablo IV,2.30188679245283,91.41509433962264,2023
The Legend of Zelda: Tears of the Kingdom,2.4150943396226414,91.41509433962264,2023
Atomic Heart,4.660377358490566,91.41509433962264,2023
Dead Island 2,5.660377358490566,91.41509433962264,2023
Sons of the Forest,7.169811320754717,91.41509433962264,2023
Mortal Kombat 1,5.30188679245283,91.41509433962264,2023
Kevin James,5.018867924528302,91.41509433962264,2023
Ohio,68.20754716981132,9.226415094339623,2023
Police girl,1.1132075471698113,91.41509433962264,2023
Animan Studios,0.3018867924528302,91.41509433962264,2023
Selena Gomez,24.245283018867923,91.41509433962264,2023
Submarine,2.8679245283018866,5.113207547169812,2023
Brock Purdy,10.20754716981132,91.41509433962264,2023
Lamar Jackson,13.60377358490566,91.41509433962264,2023
Jalen Hurts,12.264150943396226,86.43396226415095,2023
Nick Chubb,2.5660377358490565,48.83018867924528,2023
Duke Blue Devils Men's Basketball,0.0,87.69811320754717,2015
Lenny Kravitz,4.773584905660377,87.69811320754717,2015
O Rly,0.0,87.69811320754717,2015
Golden State Warriors,16.169811320754718,87.69811320754717,2015
Houston Astros,4.679245283018868,87.69811320754717,2015
Atlanta Hawks,5.2075471698113205,87.69811320754717,2015
Better Call Saul,8.169811320754716,87.69811320754717,2015
Fear the Walking Dead,9.849056603773585,87.69811320754717,2015
Empire,48.60377358490566,46.18867924528302,2015
Game of Thrones,25.9811320754717,36.56603773584906,2015
Daredevil,11.09433962264151,87.69811320754717,2015
Scream Queens,7.0,87.69811320754717,2015
Lip Sync Battle,3.9245283018867925,87.69811320754717,2015
Hurricane Patricia,2.3773584905660377,34.20754716981132,2015
Hurricane Joaquin,2.2452830188679247,44.22641509433962,2015
Tropical Storm Erika,1.320754716981132,87.69811320754717,2015
Tropical Storm Danny,0.22641509433962265,87.69811320754717,2015
Chile Earthquake,0.7547169811320755,87.69811320754717,2015
Hurricane Ignacio,0.1509433962264151,87.69811320754717,2015
Valley Fire,2.0,87.69811320754717,2015
Sia,15.433962264150944,84.41509433962264,2015
Fetty Wap,27.169811320754718,87.69811320754717,2015
Eazy-E,0.3018867924528302,87.69811320754717,2015
Sam Smith,13.79245283018868,83.88679245283019,2015
N.W.A.,0.03773584905660377,87.69811320754717,2015
Chris Stapleton,3.2452830188679247,87.69811320754717,2015
Beck,10.867924528301886,68.15094339622641,2015
Meghan Trainor,9.81132075471698,87.69811320754717,2015
Amy Schumer,13.943396226415095,87.69811320754717,2015
Patricia Arquette,2.0943396226415096,87.69811320754717,2015
Rumer Willis,2.490566037735849,87.69811320754717,2015
Bryce Dallas Howard,1.7735849056603774,87.69811320754717,2015
Alyson Stoner,1.3773584905660377,87.69811320754717,2015
Lily James,1.490566037735849,87.69811320754717,2015
Taraji P. Henson,0.11320754716981132,87.69811320754717,2015
Natasha Leggero,1.4150943396226414,87.69811320754717,2015
Ellie Kemper,1.320754716981132,87.69811320754717,2015
FC Barcelona,7.2075471698113205,87.69811320754717,2015
Orlando City Soccer,1.0377358490566038,87.69811320754717,2015
Arsenal FC,0.9811320754716981,87.69811320754717,2015
Manchester United FC,0.07547169811320754,87.69811320754717,2015
Chelsea FC,2.358490566037736,87.69811320754717,2015
Real Madrid CF,0.03773584905660377,87.69811320754717,2015
Boca Juniors,0.22641509433962265,87.69811320754717,2015
Corinthians,4.943396226415095,87.69811320754717,2015
Chivas,5.39622641509434,87.69811320754717,2015
AC Milan,1.528301886792453,87.69811320754717,2015
Bristol Palin,1.6981132075471699,87.69811320754717,2015
Jessa Duggar,4.849056603773585,87.69811320754717,2015
Tiffani Thiessen,1.6415094339622642,87.69811320754717,2015
Teyana Taylor,1.5660377358490567,87.69811320754717,2015
Zooey Deschanel,3.3207547169811322,87.69811320754717,2015
Ginger Zee,0.9622641509433962,87.69811320754717,2015
Coco Austin,1.2641509433962264,87.69811320754717,2015
Maci Bookout,1.4339622641509433,87.69811320754717,2015
Bill Cosby,10.11320754716981,87.69811320754717,2015
Taylor Kinney,2.30188679245283,87.69811320754717,2015
Scott Eastwood,3.339622641509434,87.69811320754717,2015
James Earl Jones,1.9433962264150944,87.69811320754717,2015
Tom Holland,1.528301886792453,87.69811320754717,2015
Gary Busey,2.0754716981132075,87.69811320754717,2015
Randy Quaid,1.509433962264151,87.69811320754717,2015
Tracy Morgan,2.981132075471698,87.69811320754717,2015
Just Do It,4.150943396226415,87.69811320754717,2015
John Cena,14.584905660377359,87.69811320754717,2015
Drake,25.09433962264151,23.754716981132077,2015
Rihanna,28.660377358490567,87.69811320754717,2015
Football,33.283018867924525,5.09433962264151,2015
How Rude,1.0,87.69811320754717,2015
Good Morning,25.358490566037737,87.69811320754717,2015
Kayne,1.5660377358490567,87.69811320754717,2015
Happy Birthday,60.509433962264154,87.69811320754717,2015
Holly Holm,3.056603773584906,53.18867924528302,2015
Stephen Curry,16.28301886792453,87.69811320754717,2015
Manny Pacquiao,6.679245283018868,65.69811320754717,2015
Alex Morgan,5.60377358490566,87.69811320754717,2015
Hope Solo,6.509433962264151,87.69811320754717,2015
Patrick Kane,4.169811320754717,87.69811320754717,2015
DeMarco Murray,3.5660377358490565,87.69811320754717,2015
Greg Hardy,3.509433962264151,87.69811320754717,2015
Shawn Oakman,1.7358490566037736,87.69811320754717,2015
20/20 Diet,0.3584905660377358,87.69811320754717,2015
Carb Cycle Diet,0.0,87.69811320754717,2015
Paleo Diet,5.415094339622642,87.69811320754717,2015
GM Diet Plan,0.0,87.69811320754717,2015
Military Diet Plan,0.0,87.69811320754717,2015
Atkins Induction Diet,0.0,87.69811320754717,2015
7 Day Soup Diet,0.0,87.69811320754717,2015
500 Calorie Diet,0.0,87.69811320754717,2015
Zero Carb Diet,0.0,87.69811320754717,2015
Yes You Can Diet Plan,0.0,87.69811320754717,2015
Carli Lloyd,1.679245283018868,87.69811320754717,2015
Abby Wambach,2.6226415094339623,87.69811320754717,2015
Megan Rapinoe,0.7358490566037735,87.69811320754717,2015
Ali Krieger,1.0188679245283019,87.69811320754717,2015
Julie Johnson,0.05660377358490566,87.69811320754717,2015
Christen Press,0.5094339622641509,87.69811320754717,2015
Tobin Heath,0.4716981132075472,87.69811320754717,2015
Louisa Necib,0.03773584905660377,87.69811320754717,2015
Kansas City Royals,7.245283018867925,87.69811320754717,2015
Texas Rangers,9.660377358490566,87.69811320754717,2015
Minnesota Twins,3.660377358490566,87.69811320754717,2015
Pittsburgh Pirates,7.566037735849057,87.69811320754717,2015
San Diego Padres,2.1132075471698113,87.69811320754717,2015
Arizona Diamondbacks,1.3396226415094339,87.69811320754717,2015
Yoga with Adriene,0.018867924528301886,87.69811320754717,2015
Yoga Challenge,0.16981132075471697,87.69811320754717,2015
21 Day Fix,10.132075471698114,87.69811320754717,2015
Crossfit,32.264150943396224,87.69811320754717,2015
Team Beachbody,1.0566037735849056,87.69811320754717,2015
Back Workouts,1.0,87.69811320754717,2015
Orangetheory Fitness,0.9811320754716981,87.69811320754717,2015
Kettlebell,2.7547169811320753,87.69811320754717,2015
Yoga for Kids,0.0,87.69811320754717,2015
Asana Yoga,0.0,87.69811320754717,2015
Bobbi Kristina Brown,8.452830188679245,57.16981132075472,2015
Stuart Scott,2.056603773584906,31.92452830188679,2015
Sandra Bland,3.3962264150943398,44.20754716981132,2015
Freddie Gray,2.5283018867924527,36.16981132075472,2015
Frank Gifford,2.490566037735849,57.24528301886792,2015
Leonard Nimoy,3.0943396226415096,68.75471698113208,2015
Scott Weiland,2.981132075471698,87.67924528301887,2015
B.B. King,0.16981132075471697,87.69811320754717,2015
Christopher Lee,3.056603773584906,87.69811320754717,2015
Amanda Peterson,2.018867924528302,87.69811320754717,2015
Agar.io,7.377358490566038,87.69811320754717,2015
Fallout 4,12.0,16.264150943396228,2015
Mortal Kombat X,14.679245283018869,86.81132075471699,2015
Call of Duty: Black Ops III,0.0,87.69811320754717,2015
Star Wars Battlefront,11.622641509433961,87.69811320754717,2015
Pokemon GO,2.830188679245283,87.69811320754717,2015
Madden 16,9.943396226415095,87.69811320754717,2015
NBA 2K16,7.471698113207547,87.69811320754717,2015
Bloodborne,13.60377358490566,87.69811320754717,2015
Battlefield Hardline,4.7924528301886795,87.69811320754717,2015
DeAndre Jordan,2.0754716981132075,87.69811320754717,2015
LaMarcus Aldridge,1.509433962264151,87.69811320754717,2015
Zach Lavine,1.0377358490566038,87.69811320754717,2015
Andre Iguodala,0.7924528301886793,87.69811320754717,2015
Matthew Dellavedova,0.5283018867924528,87.69811320754717,2015
Draymond Green,1.2641509433962264,87.69811320754717,2015
Jahlil Okafor,1.6226415094339623,87.69811320754717,2015
David West,1.3018867924528301,87.69811320754717,2015
Kristaps Porzingis,0.8679245283018868,87.69811320754717,2015
Houston Rockets,6.320754716981132,87.69811320754717,2015
Milwaukee Bucks,2.547169811320755,87.69811320754717,2015
Chicago Bulls,10.377358490566039,87.69811320754717,2015
New Orleans Pelicans,1.3773584905660377,87.69811320754717,2015
Minnesota Timberwolves,1.2264150943396226,87.69811320754717,2015
Memphis Grizzlies,2.0943396226415096,87.69811320754717,2015
Detroit Pistons,2.358490566037736,87.69811320754717,2015
Jurassic World,11.584905660377359,29.132075471698112,2015
American Sniper,9.962264150943396,33.886792452830186,2015
Paris,11.566037735849056,10.471698113207546,2015
Chris Kyle,8.056603773584905,41.9811320754717,2015
Straight Outta Compton,8.39622641509434,45.79245283018868,2015
Julian Edelman,3.3207547169811322,87.69811320754717,2015
Kam Chancellor,2.056603773584906,87.69811320754717,2015
Adrian Peterson,5.113207547169812,87.69811320754717,2015
Dez Bryant,5.735849056603773,87.69811320754717,2015
Jordy Nelson,1.528301886792453,87.69811320754717,2015
Geno Smith,1.3018867924528301,87.69811320754717,2015
Marcus Mariota,3.8867924528301887,87.69811320754717,2015
Rob Gronkowski,3.2641509433962264,87.69811320754717,2015
Lupita Nyong'o,0.018867924528301886,87.69811320754717,2015
Jennifer Lopez,13.264150943396226,87.69811320754717,2015
Gwyneth Paltrow,2.7547169811320753,87.69811320754717,2015
Cate Blanchett,1.3773584905660377,87.69811320754717,2015
Dakota Johnson,5.830188679245283,87.69811320754717,2015
Rosamund Pike,2.056603773584906,87.69811320754717,2015
Melanie Griffith,2.056603773584906,87.69811320754717,2015
Scarlett Johansson,8.773584905660377,87.69811320754717,2015
Reese Witherspoon,5.754716981132075,87.69811320754717,2015
New England Patriots,13.90566037735849,87.69811320754717,2015
Carolina Panthers,11.641509433962264,87.69811320754717,2015
Green Bay Packers,16.77358490566038,87.69811320754717,2015
Indianapolis Colts,2.849056603773585,87.69811320754717,2015
Tennessee Titans,3.018867924528302,87.69811320754717,2015
Buffalo Bills,9.547169811320755,87.69811320754717,2015
Dallas Cowboys,33.83018867924528,77.24528301886792,2015
Baltimore Ravens,4.886792452830188,87.69811320754717,2015
Minnesota Vikings,6.471698113207547,87.69811320754717,2015
Atlanta Falcons,7.132075471698113,87.69811320754717,2015
Bud Light Mixxtail,0.0,87.69811320754717,2015
Gose beer,0.0,87.69811320754717,2015
Grapefruit beer,0.018867924528301886,87.69811320754717,2015
805 beer,0.0,87.69811320754717,2015
SweetWater 420,0.09433962264150944,87.69811320754717,2015
Blue Moon,6.226415094339623,64.30188679245283,2015
Abita Purple Haze,0.0,87.69811320754717,2015
Wild Blue beer,0.0,87.69811320754717,2015
Skol,0.20754716981132076,87.69811320754717,2015
Miller High Life,0.09433962264150944,87.69811320754717,2015
Sangria,6.0,87.69811320754717,2015
Moscow Mule,3.1320754716981134,87.69811320754717,2015
Gimlet,1.0566037735849056,87.69811320754717,2015
Cosmopolitan,7.30188679245283,87.69811320754717,2015
Long Island Iced Tea,1.4150943396226414,87.69811320754717,2015
Margarita,11.226415094339623,87.69811320754717,2015
Mojito,3.0754716981132075,87.69811320754717,2015
Aviation,14.132075471698114,87.69811320754717,2015
Sex on the Beach,1.3396226415094339,87.69811320754717,2015
Daiquiri,1.7735849056603774,87.69811320754717,2015
50 Shades of Grey,11.88679245283019,49.39622641509434,2015
Furious 7,10.245283018867925,42.0,2015
Pitch Perfect 2,13.358490566037736,87.69811320754717,2015
Inside Out,16.169811320754718,54.075471698113205,2015
Avengers Age of Ultron,12.79245283018868,86.41509433962264,2015
Minions,17.641509433962263,71.77358490566037,2015
Mad Max,15.962264150943396,65.0,2015
Hello,31.62264150943396,44.43396226415094,2015
Take Me to Church,9.39622641509434,87.69811320754717,2015
Blank Space,8.660377358490566,87.69811320754717,2015
Uptown Funk,14.81132075471698,87.69811320754717,2015
Thinking Out Loud,9.339622641509434,87.69811320754717,2015
