player,detail,peak_date,birth_year,gender
Macy Chiasson,Women's Bantamweight,2024,1991,F
Norma Dumont,Women's Bantamweight,2024,1990,F
Irene Aldana,Women's Bantamweight,2024,1988,F
Mayra Bueno Silva,Women's Bantamweight,2024,1991,F
Holly Holm,Women's Bantamweight,2024,1981,F
Karol Rosa,Women's Bantamweight,2024,1994,F
Yana Santos,Women's Bantamweight,2024,1989,F
Miesha Tate,Women's Bantamweight,2024,1986,F
Julia Avila,Women's Bantamweight,2024,1988,F
Germaine de Randamie,Women's Bantamweight,2024,1984,F
Ailín Pérez,Women's Bantamweight,2024,1994,F
Chelsea Chandler,Women's Bantamweight,2024,1994,F
Valentina Shevchenko,Women's Flyweight,2024,1988,F
Alexa Grasso,Women's Flyweight,2024,1993,F
Manon Fiorot,Women's Flyweight,2024,1990,F
Erin Blanchfield,Women's Flyweight,2024,1999,F
Maycee Barber,Women's Flyweight,2024,1998,F
Rose Namajunas,Women's Flyweight,2024,1992,F
Natália Silva,Women's Flyweight,2024,1997,F
Katlyn Cerminara,Women's Flyweight,2024,1989,F
Jéssica Andrade,Women's Flyweight,2024,1991,F
Viviane Araújo,Women's Flyweight,2024,1986,F
Amanda Ribas,Women's Flyweight,2024,1993,F
Karine Silva,Women's Flyweight,2024,1994,F
Tracy Cortez,Women's Flyweight,2024,1993,F
Ariane da Silva,Women's Flyweight,2024,1991,F
Jasmine Jasudavicius,Women's Flyweight,2024,1989,F
Casey O'Neill,Women's Flyweight,2024,1997,F
Zhang Weili,Women's Strawweight,2024,1989,F
Tatiana Suarez,Women's Strawweight,2024,1991,F
Yan Xiaonan,Women's Strawweight,2024,1989,F
Virna Jandiroba,Women's Strawweight,2024,1988,F
Jéssica Andrade,Women's Strawweight,2024,1991,F
Amanda Lemos,Women's Strawweight,2024,1987,F
Mackenzie Dern,Women's Strawweight,2024,1993,F
Amanda Ribas,Women's Strawweight,2024,1993,F
Iasmin Lucindo,Women's Strawweight,2024,2002,F
Marina Rodriguez,Women's Strawweight,2024,1987,F
Tabatha Ricci,Women's Strawweight,2024,1995,F
Loopy Godinez,Women's Strawweight,2024,1993,F
Angela Hill,Women's Strawweight,2024,1985,F
Luana Pinheiro,Women's Strawweight,2024,1994,F
Gillian Robertson,Women's Strawweight,2024,1995,F
Tecia Pennington,Women's Strawweight,2024,1989,F
