name,year,state,search_interest
Geodude,2024,Tennessee,60
Geodude,2024,Texas,60
Geodude,2024,Utah,74
Geodude,2024,Vermont,62
Geodude,2024,Virginia,60
Geodude,2024,Washington,74
Geodude,2024,West Virginia,68
Geodude,2024,Wisconsin,65
Geodude,2024,Wyoming,100
Graveler,2024,Alabama,22
Graveler,2024,Alaska,58
Graveler,2024,Arizona,38
Graveler,2024,Arkansas,100
Graveler,2024,California,32
Graveler,2024,Colorado,38
Graveler,2024,Connecticut,29
Graveler,2024,Delaware,61
Graveler,2024,District of Columbia,0
Graveler,2024,Florida,29
Graveler,2024,Georgia,29
Graveler,2024,Hawaii,51
Graveler,2024,Idaho,38
Graveler,2024,Illinois,32
Graveler,2024,Indiana,38
Graveler,2024,Iowa,41
Graveler,2024,Kansas,25
Graveler,2024,Kentucky,38
Graveler,2024,Louisiana,25
Graveler,2024,Maine,32
Graveler,2024,Maryland,32
Graveler,2024,Massachusetts,25
Graveler,2024,Michigan,35
Graveler,2024,Minnesota,41
Graveler,2024,Mississippi,25
Graveler,2024,Missouri,41
Graveler,2024,Montana,38
Graveler,2024,Nebraska,48
Graveler,2024,Nevada,35
Graveler,2024,New Hampshire,35
Graveler,2024,New Jersey,32
Graveler,2024,New Mexico,38
Graveler,2024,New York,25
Graveler,2024,North Carolina,29
Graveler,2024,North Dakota,61
Graveler,2024,Ohio,35
Graveler,2024,Oklahoma,54
Graveler,2024,Oregon,38
Graveler,2024,Pennsylvania,32
Graveler,2024,Rhode Island,0
Graveler,2024,South Carolina,29
Graveler,2024,South Dakota,0
Graveler,2024,Tennessee,35
Graveler,2024,Texas,32
Graveler,2024,Utah,54
Graveler,2024,Vermont,54
Graveler,2024,Virginia,32
Graveler,2024,Washington,41
Graveler,2024,West Virginia,32
Graveler,2024,Wisconsin,38
Graveler,2024,Wyoming,0
Golem,2024,Alabama,52
Golem,2024,Alaska,100
Golem,2024,Arizona,53
Golem,2024,Arkansas,63
Golem,2024,California,58
Golem,2024,Colorado,55
Golem,2024,Connecticut,52
Golem,2024,Delaware,53
Golem,2024,District of Columbia,45
Golem,2024,Florida,46
Golem,2024,Georgia,45
Golem,2024,Hawaii,57
Golem,2024,Idaho,79
Golem,2024,Illinois,53
Golem,2024,Indiana,59
Golem,2024,Iowa,62
Golem,2024,Kansas,67
Golem,2024,Kentucky,60
Golem,2024,Louisiana,49
Golem,2024,Maine,70
Golem,2024,Maryland,49
Golem,2024,Massachusetts,48
Golem,2024,Michigan,62
Golem,2024,Minnesota,57
Golem,2024,Mississippi,48
Golem,2024,Missouri,58
Golem,2024,Montana,62
Golem,2024,Nebraska,61
Golem,2024,Nevada,62
Golem,2024,New Hampshire,67
Golem,2024,New Jersey,42
Golem,2024,New Mexico,60
Golem,2024,New York,47
Golem,2024,North Carolina,53
Golem,2024,North Dakota,66
Golem,2024,Ohio,60
Golem,2024,Oklahoma,67
Golem,2024,Oregon,67
Golem,2024,Pennsylvania,57
Golem,2024,Rhode Island,59
Golem,2024,South Carolina,48
Golem,2024,South Dakota,57
Golem,2024,Tennessee,50
Golem,2024,Texas,57
Golem,2024,Utah,78
Golem,2024,Vermont,74
Golem,2024,Virginia,55
Golem,2024,Washington,81
Golem,2024,West Virginia,65
Golem,2024,Wisconsin,56
Golem,2024,Wyoming,75
Ponyta,2024,Alabama,64
Ponyta,2024,Alaska,56
Ponyta,2024,Arizona,67
Ponyta,2024,Arkansas,72
Ponyta,2024,California,59
Ponyta,2024,Colorado,62
Ponyta,2024,Connecticut,67
Ponyta,2024,Delaware,51
Ponyta,2024,District of Columbia,35
Ponyta,2024,Florida,59
Ponyta,2024,Georgia,54
Ponyta,2024,Hawaii,86
Ponyta,2024,Idaho,86
Ponyta,2024,Illinois,64
Ponyta,2024,Indiana,78
Ponyta,2024,Iowa,75
Ponyta,2024,Kansas,78
Ponyta,2024,Kentucky,83
Ponyta,2024,Louisiana,56
Ponyta,2024,Maine,70
Ponyta,2024,Maryland,59
Ponyta,2024,Massachusetts,56
Ponyta,2024,Michigan,75
Ponyta,2024,Minnesota,72
Ponyta,2024,Mississippi,59
Ponyta,2024,Missouri,72
Ponyta,2024,Montana,64
Ponyta,2024,Nebraska,54
Ponyta,2024,Nevada,64
Ponyta,2024,New Hampshire,72
Ponyta,2024,New Jersey,56
Ponyta,2024,New Mexico,67
Ponyta,2024,New York,48
Ponyta,2024,North Carolina,56
Ponyta,2024,North Dakota,64
Ponyta,2024,Ohio,67
Ponyta,2024,Oklahoma,91
Ponyta,2024,Oregon,83
Ponyta,2024,Pennsylvania,64
Ponyta,2024,Rhode Island,70
Ponyta,2024,South Carolina,56
Ponyta,2024,South Dakota,43
Ponyta,2024,Tennessee,67
Ponyta,2024,Texas,59
Ponyta,2024,Utah,97
Ponyta,2024,Vermont,100
Ponyta,2024,Virginia,59
Ponyta,2024,Washington,81
Ponyta,2024,West Virginia,67
Ponyta,2024,Wisconsin,67
Ponyta,2024,Wyoming,64
Rapidash,2024,Alabama,57
Rapidash,2024,Alaska,0
Rapidash,2024,Arizona,68
Rapidash,2024,Arkansas,89
Rapidash,2024,California,78
Rapidash,2024,Colorado,73
Rapidash,2024,Connecticut,78
Rapidash,2024,Delaware,73
Rapidash,2024,District of Columbia,63
Rapidash,2024,Florida,63
Rapidash,2024,Georgia,73
Rapidash,2024,Hawaii,68
Rapidash,2024,Idaho,52
Rapidash,2024,Illinois,68
Rapidash,2024,Indiana,89
Rapidash,2024,Iowa,78
Rapidash,2024,Kansas,73
Rapidash,2024,Kentucky,89
Rapidash,2024,Louisiana,63
Rapidash,2024,Maine,73
Rapidash,2024,Maryland,84
Rapidash,2024,Massachusetts,57
Rapidash,2024,Michigan,78
Rapidash,2024,Minnesota,78
Rapidash,2024,Mississippi,63
Rapidash,2024,Missouri,63
Rapidash,2024,Montana,68
Rapidash,2024,Nebraska,89
Rapidash,2024,Nevada,78
Rapidash,2024,New Hampshire,0
Rapidash,2024,New Jersey,78
Rapidash,2024,New Mexico,57
Rapidash,2024,New York,52
Rapidash,2024,North Carolina,68
Rapidash,2024,North Dakota,94
Rapidash,2024,Ohio,84
Rapidash,2024,Oklahoma,73
Rapidash,2024,Oregon,94
Rapidash,2024,Pennsylvania,73
Rapidash,2024,Rhode Island,78
Rapidash,2024,South Carolina,57
Rapidash,2024,South Dakota,0
Rapidash,2024,Tennessee,63
Rapidash,2024,Texas,68
Rapidash,2024,Utah,100
Rapidash,2024,Vermont,0
Rapidash,2024,Virginia,68
Rapidash,2024,Washington,94
Rapidash,2024,West Virginia,47
Rapidash,2024,Wisconsin,84
Rapidash,2024,Wyoming,0
Slowpoke,2024,Alabama,50
Slowpoke,2024,Alaska,88
Slowpoke,2024,Arizona,71
Slowpoke,2024,Arkansas,74
Slowpoke,2024,California,74
Slowpoke,2024,Colorado,69
Slowpoke,2024,Connecticut,67
Slowpoke,2024,Delaware,62
Slowpoke,2024,District of Columbia,44
Slowpoke,2024,Florida,57
Slowpoke,2024,Georgia,55
Slowpoke,2024,Hawaii,100
Slowpoke,2024,Idaho,71
Slowpoke,2024,Illinois,67
Slowpoke,2024,Indiana,71
Slowpoke,2024,Iowa,81
Slowpoke,2024,Kansas,69
Slowpoke,2024,Kentucky,77
Slowpoke,2024,Louisiana,52
Slowpoke,2024,Maine,69
Slowpoke,2024,Maryland,59
Slowpoke,2024,Massachusetts,66
Slowpoke,2024,Michigan,72
Slowpoke,2024,Minnesota,77
Slowpoke,2024,Mississippi,52
Slowpoke,2024,Missouri,71
Slowpoke,2024,Montana,61
Slowpoke,2024,Nebraska,66
Slowpoke,2024,Nevada,76
Slowpoke,2024,New Hampshire,94
Slowpoke,2024,New Jersey,64
Slowpoke,2024,New Mexico,76
Slowpoke,2024,New York,54
Slowpoke,2024,North Carolina,62
Slowpoke,2024,North Dakota,66
Slowpoke,2024,Ohio,66
Slowpoke,2024,Oklahoma,77
Slowpoke,2024,Oregon,79
Slowpoke,2024,Pennsylvania,71
Slowpoke,2024,Rhode Island,69
Slowpoke,2024,South Carolina,57
Slowpoke,2024,South Dakota,57
Slowpoke,2024,Tennessee,69
Slowpoke,2024,Texas,64
Slowpoke,2024,Utah,79
Slowpoke,2024,Vermont,94
Slowpoke,2024,Virginia,57
Slowpoke,2024,Washington,83
Slowpoke,2024,West Virginia,84
Slowpoke,2024,Wisconsin,86
Slowpoke,2024,Wyoming,84
Slowbro,2024,Alabama,46
Slowbro,2024,Alaska,100
Slowbro,2024,Arizona,68
Slowbro,2024,Arkansas,59
Slowbro,2024,California,65
Slowbro,2024,Colorado,59
Slowbro,2024,Connecticut,59
Slowbro,2024,Delaware,65
Slowbro,2024,District of Columbia,56
Slowbro,2024,Florida,56
Slowbro,2024,Georgia,53
Slowbro,2024,Hawaii,96
Slowbro,2024,Idaho,81
Slowbro,2024,Illinois,62
Slowbro,2024,Indiana,78
Slowbro,2024,Iowa,71
Slowbro,2024,Kansas,56
Slowbro,2024,Kentucky,81
Slowbro,2024,Louisiana,56
Slowbro,2024,Maine,53
Slowbro,2024,Maryland,71
Slowbro,2024,Massachusetts,68
Slowbro,2024,Michigan,75
Slowbro,2024,Minnesota,65
Slowbro,2024,Mississippi,53
Slowbro,2024,Missouri,59
Slowbro,2024,Montana,0
Slowbro,2024,Nebraska,68
Slowbro,2024,Nevada,68
Slowbro,2024,New Hampshire,62
Slowbro,2024,New Jersey,62
Slowbro,2024,New Mexico,53
Slowbro,2024,New York,56
Slowbro,2024,North Carolina,53
Slowbro,2024,North Dakota,75
Slowbro,2024,Ohio,65
Slowbro,2024,Oklahoma,56
Slowbro,2024,Oregon,65
Slowbro,2024,Pennsylvania,62
Slowbro,2024,Rhode Island,56
Slowbro,2024,South Carolina,50
Slowbro,2024,South Dakota,65
Slowbro,2024,Tennessee,59
Slowbro,2024,Texas,59
Slowbro,2024,Utah,68
Slowbro,2024,Vermont,0
Slowbro,2024,Virginia,56
Slowbro,2024,Washington,78
Slowbro,2024,West Virginia,78
Slowbro,2024,Wisconsin,81
Slowbro,2024,Wyoming,0
Magnemite,2024,Alabama,63
Magnemite,2024,Alaska,72
Magnemite,2024,Arizona,68
Magnemite,2024,Arkansas,72
Magnemite,2024,California,68
Magnemite,2024,Colorado,72
Magnemite,2024,Connecticut,77
Magnemite,2024,Delaware,59
Magnemite,2024,District of Columbia,40
Magnemite,2024,Florida,54
Magnemite,2024,Georgia,59
Magnemite,2024,Hawaii,72
Magnemite,2024,Idaho,81
Magnemite,2024,Illinois,68
Magnemite,2024,Indiana,95
Magnemite,2024,Iowa,90
Magnemite,2024,Kansas,81
Magnemite,2024,Kentucky,68
Magnemite,2024,Louisiana,45
Magnemite,2024,Maine,100
Magnemite,2024,Maryland,68
Magnemite,2024,Massachusetts,68
Magnemite,2024,Michigan,81
Magnemite,2024,Minnesota,72
Magnemite,2024,Mississippi,63
Magnemite,2024,Missouri,72
Magnemite,2024,Montana,0
Magnemite,2024,Nebraska,50
Magnemite,2024,Nevada,68
Magnemite,2024,New Hampshire,77
Magnemite,2024,New Jersey,63
Magnemite,2024,New Mexico,72
Magnemite,2024,New York,50
Magnemite,2024,North Carolina,68
Magnemite,2024,North Dakota,77
Magnemite,2024,Ohio,72
Magnemite,2024,Oklahoma,68
Magnemite,2024,Oregon,81
Magnemite,2024,Pennsylvania,68
Magnemite,2024,Rhode Island,63
Magnemite,2024,South Carolina,63
Magnemite,2024,South Dakota,86
Magnemite,2024,Tennessee,68
Magnemite,2024,Texas,63
Magnemite,2024,Utah,81
Magnemite,2024,Vermont,86
Magnemite,2024,Virginia,68
Magnemite,2024,Washington,90
Magnemite,2024,West Virginia,63
Magnemite,2024,Wisconsin,72
Magnemite,2024,Wyoming,0
Magneton,2024,Alabama,30
Magneton,2024,Alaska,100
Magneton,2024,Arizona,48
Magneton,2024,Arkansas,48
Magneton,2024,California,48
Magneton,2024,Colorado,43
Magneton,2024,Connecticut,41
Magneton,2024,Delaware,56
Magneton,2024,District of Columbia,20
Magneton,2024,Florida,38
Magneton,2024,Georgia,35
Magneton,2024,Hawaii,56
Magneton,2024,Idaho,51
Magneton,2024,Illinois,48
Magneton,2024,Indiana,53
Magneton,2024,Iowa,48
Magneton,2024,Kansas,35
Magneton,2024,Kentucky,48
Magneton,2024,Louisiana,30
Magneton,2024,Maine,53
Magneton,2024,Maryland,43
Magneton,2024,Massachusetts,46
Magneton,2024,Michigan,53
Magneton,2024,Minnesota,48
Magneton,2024,Mississippi,25
Magneton,2024,Missouri,46
Magneton,2024,Montana,35
Magneton,2024,Nebraska,48
Magneton,2024,Nevada,48
Magneton,2024,New Hampshire,41
Magneton,2024,New Jersey,43
Magneton,2024,New Mexico,43
Magneton,2024,New York,38
Magneton,2024,North Carolina,43
Magneton,2024,North Dakota,43
Magneton,2024,Ohio,51
Magneton,2024,Oklahoma,46
Magneton,2024,Oregon,61
Magneton,2024,Pennsylvania,43
Magneton,2024,Rhode Island,61
Magneton,2024,South Carolina,41
Magneton,2024,South Dakota,35
Magneton,2024,Tennessee,41
Magneton,2024,Texas,43
Magneton,2024,Utah,58
Magneton,2024,Vermont,79
Magneton,2024,Virginia,43
Magneton,2024,Washington,56
Magneton,2024,West Virginia,46
Magneton,2024,Wisconsin,46
Magneton,2024,Wyoming,0
Farfetch'd,2024,Alabama,33
Farfetch'd,2024,Alaska,100
Farfetch'd,2024,Arizona,37
Farfetch'd,2024,Arkansas,44
Farfetch'd,2024,California,37
Farfetch'd,2024,Colorado,33
Farfetch'd,2024,Connecticut,40
Farfetch'd,2024,Delaware,44
Farfetch'd,2024,District of Columbia,0
Farfetch'd,2024,Florida,33
Farfetch'd,2024,Georgia,33
Farfetch'd,2024,Hawaii,62
Farfetch'd,2024,Idaho,33
Farfetch'd,2024,Illinois,33
Farfetch'd,2024,Indiana,40
Farfetch'd,2024,Iowa,44
Farfetch'd,2024,Kansas,40
Farfetch'd,2024,Kentucky,29
Farfetch'd,2024,Louisiana,37
Farfetch'd,2024,Maine,40
Farfetch'd,2024,Maryland,25
Farfetch'd,2024,Massachusetts,40
Farfetch'd,2024,Michigan,44
Farfetch'd,2024,Minnesota,37
Farfetch'd,2024,Mississippi,25
Farfetch'd,2024,Missouri,37
Farfetch'd,2024,Montana,0
Farfetch'd,2024,Nebraska,48
Farfetch'd,2024,Nevada,33
Farfetch'd,2024,New Hampshire,44
Farfetch'd,2024,New Jersey,33
Farfetch'd,2024,New Mexico,40
Farfetch'd,2024,New York,29
Farfetch'd,2024,North Carolina,33
Farfetch'd,2024,North Dakota,55
Farfetch'd,2024,Ohio,40
Farfetch'd,2024,Oklahoma,40
Farfetch'd,2024,Oregon,48
Farfetch'd,2024,Pennsylvania,37
Farfetch'd,2024,Rhode Island,29
Farfetch'd,2024,South Carolina,37
Farfetch'd,2024,South Dakota,0
Farfetch'd,2024,Tennessee,33
Farfetch'd,2024,Texas,33
Farfetch'd,2024,Utah,51
Farfetch'd,2024,Vermont,0
Farfetch'd,2024,Virginia,33
Farfetch'd,2024,Washington,55
Farfetch'd,2024,West Virginia,44
Farfetch'd,2024,Wisconsin,37
Farfetch'd,2024,Wyoming,0
Doduo,2024,Alabama,17
Doduo,2024,Alaska,0
Doduo,2024,Arizona,21
Doduo,2024,Arkansas,34
Doduo,2024,California,30
Doduo,2024,Colorado,21
Doduo,2024,Connecticut,30
Doduo,2024,Delaware,0
Doduo,2024,District of Columbia,0
Doduo,2024,Florida,21
Doduo,2024,Georgia,21
Doduo,2024,Hawaii,26
Doduo,2024,Idaho,30
Doduo,2024,Illinois,21
Doduo,2024,Indiana,21
Doduo,2024,Iowa,21
Doduo,2024,Kansas,21
Doduo,2024,Kentucky,21
Doduo,2024,Louisiana,13
Doduo,2024,Maine,30
Doduo,2024,Maryland,21
Doduo,2024,Massachusetts,21
Doduo,2024,Michigan,30
Doduo,2024,Minnesota,26
Doduo,2024,Mississippi,17
Doduo,2024,Missouri,30
Doduo,2024,Montana,0
Doduo,2024,Nebraska,0
Doduo,2024,Nevada,21
Doduo,2024,New Hampshire,43
Doduo,2024,New Jersey,26
Doduo,2024,New Mexico,21
Doduo,2024,New York,21
Doduo,2024,North Carolina,21
Doduo,2024,North Dakota,100
Doduo,2024,Ohio,26
Doduo,2024,Oklahoma,26
Doduo,2024,Oregon,30
Doduo,2024,Pennsylvania,30
Doduo,2024,Rhode Island,0
Doduo,2024,South Carolina,21
Doduo,2024,South Dakota,0
Doduo,2024,Tennessee,26
Doduo,2024,Texas,26
Doduo,2024,Utah,43
Doduo,2024,Vermont,0
Doduo,2024,Virginia,17
Doduo,2024,Washington,30
Doduo,2024,West Virginia,0
Doduo,2024,Wisconsin,17
Doduo,2024,Wyoming,0
Dodrio,2024,Alabama,62
Dodrio,2024,Alaska,0
Dodrio,2024,Arizona,50
Dodrio,2024,Arkansas,50
Dodrio,2024,California,50
Dodrio,2024,Colorado,50
Dodrio,2024,Connecticut,62
Dodrio,2024,Delaware,0
Dodrio,2024,District of Columbia,0
Dodrio,2024,Florida,37
Dodrio,2024,Georgia,50
Dodrio,2024,Hawaii,0
Dodrio,2024,Idaho,0
Dodrio,2024,Illinois,37
Dodrio,2024,Indiana,62
Dodrio,2024,Iowa,62
Dodrio,2024,Kansas,50
Dodrio,2024,Kentucky,75
Dodrio,2024,Louisiana,50
Dodrio,2024,Maine,0
Dodrio,2024,Maryland,50
Dodrio,2024,Massachusetts,37
Dodrio,2024,Michigan,75
Dodrio,2024,Minnesota,75
Dodrio,2024,Mississippi,0
Dodrio,2024,Missouri,62
Dodrio,2024,Montana,0
Dodrio,2024,Nebraska,100
Dodrio,2024,Nevada,0
Dodrio,2024,New Hampshire,0
Dodrio,2024,New Jersey,50
Dodrio,2024,New Mexico,0
Dodrio,2024,New York,37
Dodrio,2024,North Carolina,50
Dodrio,2024,North Dakota,0
Dodrio,2024,Ohio,62
Dodrio,2024,Oklahoma,62
Dodrio,2024,Oregon,62
Dodrio,2024,Pennsylvania,50
Dodrio,2024,Rhode Island,0
Dodrio,2024,South Carolina,50
Dodrio,2024,South Dakota,0
Dodrio,2024,Tennessee,50
Dodrio,2024,Texas,50
Dodrio,2024,Utah,87
Dodrio,2024,Vermont,0
Dodrio,2024,Virginia,50
Dodrio,2024,Washington,62
Dodrio,2024,West Virginia,0
Dodrio,2024,Wisconsin,50
Dodrio,2024,Wyoming,0
Seel,2024,Alabama,67
Seel,2024,Alaska,91
Seel,2024,Arizona,81
Seel,2024,Arkansas,63
Seel,2024,California,75
Seel,2024,Colorado,87
Seel,2024,Connecticut,71
Seel,2024,Delaware,75
Seel,2024,District of Columbia,57
Seel,2024,Florida,67
Seel,2024,Georgia,65
Seel,2024,Hawaii,77
Seel,2024,Idaho,77
Seel,2024,Illinois,67
Seel,2024,Indiana,71
Seel,2024,Iowa,65
Seel,2024,Kansas,83
Seel,2024,Kentucky,75
Seel,2024,Louisiana,59
Seel,2024,Maine,83
Seel,2024,Maryland,65
Seel,2024,Massachusetts,71
Seel,2024,Michigan,89
Seel,2024,Minnesota,73
Seel,2024,Mississippi,53
Seel,2024,Missouri,77
Seel,2024,Montana,79
Seel,2024,Nebraska,79
Seel,2024,Nevada,71
Seel,2024,New Hampshire,77
Seel,2024,New Jersey,73
Seel,2024,New Mexico,65
Seel,2024,New York,67
Seel,2024,North Carolina,67
Seel,2024,North Dakota,75
Seel,2024,Ohio,75
Seel,2024,Oklahoma,71
Seel,2024,Oregon,73
Seel,2024,Pennsylvania,71
Seel,2024,Rhode Island,69
Seel,2024,South Carolina,65
Seel,2024,South Dakota,79
Seel,2024,Tennessee,75
Seel,2024,Texas,61
Seel,2024,Utah,100
Seel,2024,Vermont,89
Seel,2024,Virginia,65
Seel,2024,Washington,95
Seel,2024,West Virginia,51
Seel,2024,Wisconsin,73
Seel,2024,Wyoming,0
Dewgong,2024,Alabama,25
Dewgong,2024,Alaska,0
Dewgong,2024,Arizona,50
Dewgong,2024,Arkansas,58
Dewgong,2024,California,58
Dewgong,2024,Colorado,50
Dewgong,2024,Connecticut,50
Dewgong,2024,Delaware,0
Dewgong,2024,District of Columbia,0
Dewgong,2024,Florida,50
Dewgong,2024,Georgia,50
Dewgong,2024,Hawaii,91
Dewgong,2024,Idaho,0
Dewgong,2024,Illinois,50
Dewgong,2024,Indiana,41
Dewgong,2024,Iowa,41
Dewgong,2024,Kansas,83
Dewgong,2024,Kentucky,58
Dewgong,2024,Louisiana,33
Dewgong,2024,Maine,66
Dewgong,2024,Maryland,33
Dewgong,2024,Massachusetts,50
Dewgong,2024,Michigan,50
Dewgong,2024,Minnesota,75
Dewgong,2024,Mississippi,0
Dewgong,2024,Missouri,50
Dewgong,2024,Montana,0
Dewgong,2024,Nebraska,0
Dewgong,2024,Nevada,58
Dewgong,2024,New Hampshire,100
Dewgong,2024,New Jersey,50
Dewgong,2024,New Mexico,50
Dewgong,2024,New York,50
Dewgong,2024,North Carolina,33
Dewgong,2024,North Dakota,0
Dewgong,2024,Ohio,50
Dewgong,2024,Oklahoma,58
Dewgong,2024,Oregon,66
Dewgong,2024,Pennsylvania,58
Dewgong,2024,Rhode Island,75
Dewgong,2024,South Carolina,25
Dewgong,2024,South Dakota,0
Dewgong,2024,Tennessee,50
Dewgong,2024,Texas,41
Dewgong,2024,Utah,50
Dewgong,2024,Vermont,0
Dewgong,2024,Virginia,50
Dewgong,2024,Washington,75
Dewgong,2024,West Virginia,75
Dewgong,2024,Wisconsin,58
Dewgong,2024,Wyoming,0
Grimer,2024,Alabama,43
Grimer,2024,Alaska,0
Grimer,2024,Arizona,60
Grimer,2024,Arkansas,56
Grimer,2024,California,60
Grimer,2024,Colorado,60
Grimer,2024,Connecticut,65
Grimer,2024,Delaware,60
Grimer,2024,District of Columbia,52
Grimer,2024,Florida,56
Grimer,2024,Georgia,47
Grimer,2024,Hawaii,100
Grimer,2024,Idaho,60
Grimer,2024,Illinois,56
Grimer,2024,Indiana,65
Grimer,2024,Iowa,56
Grimer,2024,Kansas,60
Grimer,2024,Kentucky,65
Grimer,2024,Louisiana,47
Grimer,2024,Maine,82
Grimer,2024,Maryland,56
Grimer,2024,Massachusetts,60
Grimer,2024,Michigan,69
Grimer,2024,Minnesota,78
Grimer,2024,Mississippi,34
Grimer,2024,Missouri,73
Grimer,2024,Montana,47
Grimer,2024,Nebraska,69
Grimer,2024,Nevada,73
Grimer,2024,New Hampshire,65
Grimer,2024,New Jersey,56
Grimer,2024,New Mexico,65
Grimer,2024,New York,47
Grimer,2024,North Carolina,56
Grimer,2024,North Dakota,0
Grimer,2024,Ohio,69
Grimer,2024,Oklahoma,73
Grimer,2024,Oregon,78
Grimer,2024,Pennsylvania,65
Grimer,2024,Rhode Island,47
Grimer,2024,South Carolina,56
Grimer,2024,South Dakota,60
Grimer,2024,Tennessee,60
Grimer,2024,Texas,56
Grimer,2024,Utah,78
Grimer,2024,Vermont,0
Grimer,2024,Virginia,56
Grimer,2024,Washington,69
Grimer,2024,West Virginia,43
Grimer,2024,Wisconsin,65
Grimer,2024,Wyoming,0
Muk,2024,Alabama,54
Muk,2024,Alaska,98
Muk,2024,Arizona,61
Muk,2024,Arkansas,58
Muk,2024,California,55
Muk,2024,Colorado,55
Muk,2024,Connecticut,63
Muk,2024,Delaware,91
Muk,2024,District of Columbia,31
Muk,2024,Florida,44
Muk,2024,Georgia,48
Muk,2024,Hawaii,66
Muk,2024,Idaho,62
Muk,2024,Illinois,59
Muk,2024,Indiana,68
Muk,2024,Iowa,68
Muk,2024,Kansas,70
Muk,2024,Kentucky,77
Muk,2024,Louisiana,48
Muk,2024,Maine,69
Muk,2024,Maryland,61
Muk,2024,Massachusetts,59
Muk,2024,Michigan,76
Muk,2024,Minnesota,77
Muk,2024,Mississippi,54
Muk,2024,Missouri,59
Muk,2024,Montana,75
Muk,2024,Nebraska,66
Muk,2024,Nevada,54
Muk,2024,New Hampshire,81
Muk,2024,New Jersey,61
Muk,2024,New Mexico,58
Muk,2024,New York,55
Muk,2024,North Carolina,54
Muk,2024,North Dakota,70
Muk,2024,Ohio,69
Muk,2024,Oklahoma,68
Muk,2024,Oregon,72
Muk,2024,Pennsylvania,75
Muk,2024,Rhode Island,66
Muk,2024,South Carolina,48
Muk,2024,South Dakota,63
Muk,2024,Tennessee,68
Muk,2024,Texas,44
Muk,2024,Utah,70
Muk,2024,Vermont,47
Muk,2024,Virginia,58
Muk,2024,Washington,86
Muk,2024,West Virginia,97
Muk,2024,Wisconsin,100
Muk,2024,Wyoming,68
Shellder,2024,Alabama,28
Shellder,2024,Alaska,0
Shellder,2024,Arizona,50
Shellder,2024,Arkansas,50
Shellder,2024,California,50
Shellder,2024,Colorado,50
Shellder,2024,Connecticut,42
Shellder,2024,Delaware,0
Shellder,2024,District of Columbia,0
Shellder,2024,Florida,35
Shellder,2024,Georgia,28
Shellder,2024,Hawaii,78
Shellder,2024,Idaho,42
Shellder,2024,Illinois,42
Shellder,2024,Indiana,57
Shellder,2024,Iowa,50
Shellder,2024,Kansas,64
Shellder,2024,Kentucky,64
Shellder,2024,Louisiana,21
Shellder,2024,Maine,0
Shellder,2024,Maryland,35
Shellder,2024,Massachusetts,35
Shellder,2024,Michigan,50
Shellder,2024,Minnesota,50
Shellder,2024,Mississippi,50
Shellder,2024,Missouri,64
Shellder,2024,Montana,0
Shellder,2024,Nebraska,42
Shellder,2024,Nevada,50
Shellder,2024,New Hampshire,0
Shellder,2024,New Jersey,42
Shellder,2024,New Mexico,0
Shellder,2024,New York,42
Shellder,2024,North Carolina,50
Shellder,2024,North Dakota,0
Shellder,2024,Ohio,57
Shellder,2024,Oklahoma,42
Shellder,2024,Oregon,50
Shellder,2024,Pennsylvania,50
Shellder,2024,Rhode Island,100
Shellder,2024,South Carolina,42
Shellder,2024,South Dakota,0
Shellder,2024,Tennessee,57
Shellder,2024,Texas,42
Shellder,2024,Utah,57
Shellder,2024,Vermont,0
Shellder,2024,Virginia,35
Shellder,2024,Washington,64
Shellder,2024,West Virginia,64
Shellder,2024,Wisconsin,64
Shellder,2024,Wyoming,0
Cloyster,2024,Alabama,40
Cloyster,2024,Alaska,0
Cloyster,2024,Arizona,60
Cloyster,2024,Arkansas,53
Cloyster,2024,California,60
Cloyster,2024,Colorado,53
Cloyster,2024,Connecticut,60
Cloyster,2024,Delaware,93
Cloyster,2024,District of Columbia,0
Cloyster,2024,Florida,53
Cloyster,2024,Georgia,60
Cloyster,2024,Hawaii,73
Cloyster,2024,Idaho,46
Cloyster,2024,Illinois,53
Cloyster,2024,Indiana,73
Cloyster,2024,Iowa,53
Cloyster,2024,Kansas,66
Cloyster,2024,Kentucky,60
Cloyster,2024,Louisiana,46
Cloyster,2024,Maine,100
Cloyster,2024,Maryland,53
Cloyster,2024,Massachusetts,60
Cloyster,2024,Michigan,53
Cloyster,2024,Minnesota,66
Cloyster,2024,Mississippi,66
Cloyster,2024,Missouri,53
Cloyster,2024,Montana,0
Cloyster,2024,Nebraska,53
Cloyster,2024,Nevada,53
Cloyster,2024,New Hampshire,40
Cloyster,2024,New Jersey,60
Cloyster,2024,New Mexico,66
Cloyster,2024,New York,60
Cloyster,2024,North Carolina,60
Cloyster,2024,North Dakota,0
Cloyster,2024,Ohio,53
Cloyster,2024,Oklahoma,46
Cloyster,2024,Oregon,86
Cloyster,2024,Pennsylvania,60
Cloyster,2024,Rhode Island,53
Cloyster,2024,South Carolina,46
Cloyster,2024,South Dakota,0
Cloyster,2024,Tennessee,60
Cloyster,2024,Texas,46
Cloyster,2024,Utah,60
Cloyster,2024,Vermont,0
Cloyster,2024,Virginia,53
Cloyster,2024,Washington,66
Cloyster,2024,West Virginia,46
Cloyster,2024,Wisconsin,66
Cloyster,2024,Wyoming,0
Gastly,2024,Alabama,58
Gastly,2024,Alaska,75
