player,detail,peak_date,birth_year,gender
Walt Frazier,first,1974,1945,M
Jo Jo White,second,1974,1946,M
Rick Barry,first,1975,1944,M
Elvin Hayes,second,1975,1945,M
George McGinnis,first,1975,1950,M
John Havlicek,second,1975,1940,M
Kareem Abdul-Jabbar,first,1975,1947,M
Dave Cowens,second,1975,1948,M
Nate Archibald,first,1975,1948,M
Randy Smith,second,1975,1948,M
Pete Maravich,first,1975,1947,M
Phil Smith,second,1975,1952,M
Elvin Hayes,first,1976,1945,M
Julius Erving,second,1976,1950,M
David Thompson,first,1976,1954,M
George McGinnis,second,1976,1950,M
Kareem Abdul-Jabbar,first,1976,1947,M
Bill Walton,second,1976,1952,M
Pete Maravich,first,1976,1947,M
George Gervin,second,1976,1952,M
Paul Westphal,first,1976,1950,M
Jo Jo White,second,1976,1946,M
Truck Robinson,first,1977,1951,M
Walter Davis,second,1977,1954,M
Julius Erving,first,1977,1950,M
Maurice Lucas,second,1977,1952,M
Bill Walton,first,1977,1952,M
Kareem Abdul-Jabbar,second,1977,1947,M
George Gervin,first,1977,1952,M
Paul Westphal,second,1977,1950,M
David Thompson,first,1977,1954,M
Pete Maravich,second,1977,1947,M
Marques Johnson,first,1978,1956,M
Walter Davis,second,1978,1954,M
Elvin Hayes,first,1978,1945,M
Bob Dandridge,second,1978,1947,M
Moses Malone,first,1978,1955,M
Kareem Abdul-Jabbar,second,1978,1947,M
George Gervin,first,1978,1952,M
Lloyd Free,second,1978,1953,M
Paul Westphal,first,1978,1950,M
Phil Ford,second,1978,1956,M
Julius Erving,first,1979,1950,M
Dan Roundfield,second,1979,1953,M
Larry Bird,first,1979,1956,M
Marques Johnson,second,1979,1956,M
Kareem Abdul-Jabbar,first,1979,1947,M
Moses Malone,second,1979,1955,M
George Gervin,first,1979,1952,M
Dennis Johnson,second,1979,1954,M
Paul Westphal,first,1979,1950,M
Gus Williams,second,1979,1953,M
Julius Erving,first,1980,1950,M
Marques Johnson,second,1980,1956,M
Larry Bird,first,1980,1956,M
Adrian Dantley,second,1980,1955,M
Kareem Abdul-Jabbar,first,1980,1947,M
Moses Malone,second,1980,1955,M
George Gervin,first,1980,1952,M
Otis Birdsong,second,1980,1955,M
Dennis Johnson,first,1980,1954,M
Nate Archibald,second,1980,1948,M
Larry Bird,first,1981,1956,M
Alex English,second,1981,1954,M
Julius Erving,first,1981,1950,M
Bernard King,second,1981,1956,M
Moses Malone,first,1981,1955,M
Robert Parish,second,1981,1953,M
George Gervin,first,1981,1952,M
Magic Johnson,second,1981,1959,M
Gus Williams,first,1981,1953,M
Sidney Moncrief,second,1981,1957,M
Larry Bird,first,1982,1956,M
Alex English,second,1982,1954,M
Julius Erving,first,1982,1950,M
Buck Williams,second,1982,1960,M
Moses Malone,first,1982,1955,M
Kareem Abdul-Jabbar,second,1982,1947,M
Magic Johnson,first,1982,1959,M
George Gervin,second,1982,1952,M
Sidney Moncrief,first,1982,1957,M
Isiah Thomas,second,1982,1961,M
Larry Bird,first,1983,1956,M
Adrian Dantley,second,1983,1955,M
Bernard King,first,1983,1956,M
Julius Erving,second,1983,1950,M
Kareem Abdul-Jabbar,first,1983,1947,M
Moses Malone,second,1983,1955,M
Magic Johnson,first,1983,1959,M
Sidney Moncrief,second,1983,1957,M
Isiah Thomas,first,1983,1961,M
Jim Paxson,second,1983,1957,M
Larry Bird,first,1984,1956,M
Terry Cummings,second,1984,1961,M
Bernard King,first,1984,1956,M
Ralph Sampson,second,1984,1960,M
Moses Malone,first,1984,1955,M
Kareem Abdul-Jabbar,second,1984,1947,M
Magic Johnson,first,1984,1959,M
Michael Jordan,second,1984,1963,M
Isiah Thomas,first,1984,1961,M
Sidney Moncrief,second,1984,1957,M
Larry Bird,first,1985,1956,M
Charles Barkley,second,1985,1963,M
Dominique Wilkins,first,1985,1960,M
Alex English,second,1985,1954,M
Kareem Abdul-Jabbar,first,1985,1947,M
Akeem Olajuwon,second,1985,1963,M
Magic Johnson,first,1985,1959,M
Sidney Moncrief,second,1985,1957,M
Isiah Thomas,first,1985,1961,M
Alvin Robertson,second,1985,1962,M
Larry Bird,first,1986,1956,M
Dominique Wilkins,second,1986,1960,M
Kevin McHale,first,1986,1957,M
Charles Barkley,second,1986,1963,M
Akeem Olajuwon,first,1986,1963,M
Moses Malone,second,1986,1955,M
Magic Johnson,first,1986,1959,M
Isiah Thomas,second,1986,1961,M
Michael Jordan,first,1986,1963,M
Fat Lever,second,1986,1960,M
Larry Bird,first,1987,1956,M
Karl Malone,second,1987,1963,M
Charles Barkley,first,1987,1963,M
Dominique Wilkins,second,1987,1960,M
Akeem Olajuwon,first,1987,1963,M
Patrick Ewing,second,1987,1962,M
Michael Jordan,first,1987,1963,M
Clyde Drexler,second,1987,1962,M
Magic Johnson,first,1987,1959,M
John Stockton,second,1987,1962,M
Karl Malone,first,1988,1963,M
Tom Chambers,second,1988,1959,M
Dominique Wilkins,third,1988,1960,M
Charles Barkley,first,1988,1963,M
Chris Mullin,second,1988,1963,M
Terry Cummings,third,1988,1961,M
Akeem Olajuwon,first,1988,1963,M
Patrick Ewing,second,1988,1962,M
Robert Parish,third,1988,1953,M
Michael Jordan,first,1988,1963,M
John Stockton,second,1988,1962,M
Dale Ellis,third,1988,1960,M
Magic Johnson,first,1988,1959,M
Kevin Johnson,second,1988,1966,M
Mark Price,third,1988,1964,M
Karl Malone,first,1989,1963,M
Larry Bird,second,1989,1956,M
James Worthy,third,1989,1961,M
Charles Barkley,first,1989,1963,M
Tom Chambers,second,1989,1959,M
Chris Mullin,third,1989,1963,M
Patrick Ewing,first,1989,1962,M
Akeem Olajuwon,second,1989,1963,M
David Robinson,third,1989,1965,M
Magic Johnson,first,1989,1959,M
John Stockton,second,1989,1962,M
Clyde Drexler,third,1989,1962,M
Michael Jordan,first,1989,1963,M
Kevin Johnson,second,1989,1966,M
Joe Dumars,third,1989,1963,M
Karl Malone,first,1990,1963,M
Dominique Wilkins,second,1990,1960,M
James Worthy,third,1990,1961,M
Charles Barkley,first,1990,1963,M
Chris Mullin,second,1990,1963,M
Bernard King,third,1990,1956,M
David Robinson,first,1990,1965,M
Patrick Ewing,second,1990,1962,M
Hakeem Olajuwon,third,1990,1963,M
Michael Jordan,first,1990,1963,M
Kevin Johnson,second,1990,1966,M
John Stockton,third,1990,1962,M
Magic Johnson,first,1990,1959,M
Clyde Drexler,second,1990,1962,M
Joe Dumars,third,1990,1963,M
Karl Malone,first,1991,1963,M
Scottie Pippen,second,1991,1965,M
Dennis Rodman,third,1991,1961,M
Chris Mullin,first,1991,1963,M
Charles Barkley,second,1991,1963,M
Kevin Willis,third,1991,1962,M
David Robinson,first,1991,1965,M
Patrick Ewing,second,1991,1962,M
Brad Daugherty,third,1991,1965,M
Michael Jordan,first,1991,1963,M
Tim Hardaway,second,1991,1966,M
Mark Price,third,1991,1964,M
Clyde Drexler,first,1991,1962,M
John Stockton,second,1991,1962,M
Kevin Johnson,third,1991,1966,M
Charles Barkley,first,1992,1963,M
Dominique Wilkins,second,1992,1960,M
Scottie Pippen,third,1992,1965,M
Karl Malone,first,1992,1963,M
Larry Johnson,second,1992,1969,M
Derrick Coleman,third,1992,1967,M
Hakeem Olajuwon,first,1992,1963,M
Patrick Ewing,second,1992,1962,M
David Robinson,third,1992,1965,M
Michael Jordan,first,1992,1963,M
John Stockton,second,1992,1962,M
Tim Hardaway,third,1992,1966,M
Mark Price,first,1992,1964,M
Joe Dumars,second,1992,1963,M
Dražen Petrović,third,1992,1964,M
Scottie Pippen,first,1993,1965,M
Shawn Kemp,second,1993,1969,M
Derrick Coleman,third,1993,1967,M
Karl Malone,first,1993,1963,M
Charles Barkley,second,1993,1963,M
Dominique Wilkins,third,1993,1960,M
Hakeem Olajuwon,first,1993,1963,M
David Robinson,second,1993,1965,M
Shaquille O'Neal,third,1993,1972,M
John Stockton,first,1993,1962,M
Mitch Richmond,second,1993,1965,M
Mark Price,third,1993,1964,M
Latrell Sprewell,first,1993,1970,M
Kevin Johnson,second,1993,1966,M
Gary Payton,third,1993,1968,M
Karl Malone,first,1994,1963,M
Charles Barkley,second,1994,1963,M
Detlef Schrempf,third,1994,1963,M
Scottie Pippen,first,1994,1965,M
Shawn Kemp,second,1994,1969,M
Dennis Rodman,third,1994,1961,M
David Robinson,first,1994,1965,M
Shaquille O'Neal,second,1994,1972,M
Hakeem Olajuwon,third,1994,1963,M
John Stockton,first,1994,1962,M
Gary Payton,second,1994,1968,M
Reggie Miller,third,1994,1965,M
Penny Hardaway,first,1994,1971,M
Mitch Richmond,second,1994,1965,M
Clyde Drexler,third,1994,1962,M
Scottie Pippen,first,1995,1965,M
Shawn Kemp,second,1995,1969,M
Charles Barkley,third,1995,1963,M
Karl Malone,first,1995,1963,M
Grant Hill,second,1995,1972,M
Juwan Howard,third,1995,1973,M
David Robinson,first,1995,1965,M
Hakeem Olajuwon,second,1995,1963,M
Shaquille O'Neal,third,1995,1972,M
Michael Jordan,first,1995,1963,M
Gary Payton,second,1995,1968,M
Mitch Richmond,third,1995,1965,M
Penny Hardaway,first,1995,1971,M
John Stockton,second,1995,1962,M
Reggie Miller,third,1995,1965,M
Karl Malone,first,1996,1963,M
Scottie Pippen,second,1996,1965,M
Anthony Mason,third,1996,1966,M
Grant Hill,first,1996,1972,M
Glen Rice,second,1996,1967,M
Vin Baker,third,1996,1971,M
Hakeem Olajuwon,first,1996,1963,M
Patrick Ewing,second,1996,1962,M
Shaquille O'Neal,third,1996,1972,M
Michael Jordan,first,1996,1963,M
Gary Payton,second,1996,1968,M
John Stockton,third,1996,1962,M
Tim Hardaway,first,1996,1966,M
Mitch Richmond,second,1996,1965,M
Penny Hardaway,third,1996,1971,M
Karl Malone,first,1997,1963,M
Grant Hill,second,1997,1972,M
Scottie Pippen,third,1997,1965,M
Tim Duncan,first,1997,1976,M
Vin Baker,second,1997,1971,M
Glen Rice,third,1997,1967,M
Shaquille O'Neal,first,1997,1972,M
David Robinson,second,1997,1965,M
Dikembe Mutombo,third,1997,1966,M
Michael Jordan,first,1997,1963,M
Tim Hardaway,second,1997,1966,M
Mitch Richmond,third,1997,1965,M
Gary Payton,first,1997,1968,M
Rod Strickland,second,1997,1966,M
Reggie Miller,third,1997,1965,M
Karl Malone,first,1998,1963,M
Chris Webber,second,1998,1973,M
Kevin Garnett,third,1998,1976,M
Tim Duncan,first,1998,1976,M
Grant Hill,second,1998,1972,M
Antonio McDyess,third,1998,1974,M
Alonzo Mourning,first,1998,1970,M
Shaquille O'Neal,second,1998,1972,M
Hakeem Olajuwon,third,1998,1963,M
Allen Iverson,first,1998,1975,M
Gary Payton,second,1998,1968,M
Kobe Bryant,third,1998,1978,M
Jason Kidd,first,1998,1973,M
Tim Hardaway,second,1998,1966,M
John Stockton,third,1998,1962,M
Tim Duncan,first,1999,1976,M
Karl Malone,second,1999,1963,M
Chris Webber,third,1999,1973,M
Kevin Garnett,first,1999,1976,M
Grant Hill,second,1999,1972,M
Vince Carter,third,1999,1977,M
Shaquille O'Neal,first,1999,1972,M
Alonzo Mourning,second,1999,1970,M
David Robinson,third,1999,1965,M
Jason Kidd,first,1999,1973,M
Allen Iverson,second,1999,1975,M
Eddie Jones,third,1999,1971,M
Gary Payton,first,1999,1968,M
Kobe Bryant,second,1999,1978,M
Stephon Marbury,third,1999,1977,M
Tim Duncan,first,2000,1976,M
Kevin Garnett,second,2000,1976,M
Karl Malone,third,2000,1963,M
Chris Webber,first,2000,1973,M
Vince Carter,second,2000,1977,M
Dirk Nowitzki,third,2000,1978,M
Shaquille O'Neal,first,2000,1972,M
Dikembe Mutombo,second,2000,1966,M
David Robinson,third,2000,1965,M
Allen Iverson,first,2000,1975,M
Kobe Bryant,second,2000,1978,M
Gary Payton,third,2000,1968,M
Jason Kidd,first,2000,1973,M
Tracy McGrady,second,2000,1979,M
Ray Allen,third,2000,1975,M
Tim Duncan,first,2001,1976,M
Kevin Garnett,second,2001,1976,M
Ben Wallace,third,2001,1974,M
Tracy McGrady,first,2001,1979,M
Chris Webber,second,2001,1973,M
Jermaine O'Neal,third,2001,1978,M
Shaquille O'Neal,first,2001,1972,M
Dirk Nowitzki,second,2001,1978,M
Dikembe Mutombo,third,2001,1966,M
Jason Kidd,first,2001,1973,M
Gary Payton,second,2001,1968,M
Paul Pierce,third,2001,1977,M
Kobe Bryant,first,2001,1978,M
Allen Iverson,second,2001,1975,M
Steve Nash,third,2001,1974,M
Tim Duncan,first,2002,1976,M
Dirk Nowitzki,second,2002,1978,M
Paul Pierce,third,2002,1977,M
Kevin Garnett,first,2002,1976,M
Chris Webber,second,2002,1973,M
Jamal Mashburn,third,2002,1972,M
Shaquille O'Neal,first,2002,1972,M
Ben Wallace,second,2002,1974,M
Jermaine O'Neal,third,2002,1978,M
Kobe Bryant,first,2002,1978,M
Jason Kidd,second,2002,1973,M
Stephon Marbury,third,2002,1977,M
Tracy McGrady,first,2002,1979,M
Allen Iverson,second,2002,1975,M
Steve Nash,third,2002,1974,M
Kevin Garnett,first,2003,1976,M
Jermaine O'Neal,second,2003,1978,M
Dirk Nowitzki,third,2003,1978,M
Tim Duncan,first,2003,1976,M
Peja Stojaković,second,2003,1977,M
Ron Artest,third,2003,1979,M
Shaquille O'Neal,first,2003,1972,M
Ben Wallace,second,2003,1974,M
Yao Ming,third,2003,1980,M
Kobe Bryant,first,2003,1978,M
Sam Cassell,second,2003,1969,M
Michael Redd,third,2003,1979,M
Jason Kidd,first,2003,1973,M
Tracy McGrady,second,2003,1979,M
Baron Davis,third,2003,1979,M
Tim Duncan,first,2004,1976,M
LeBron James,second,2004,1984,M
Tracy McGrady,third,2004,1979,M
Dirk Nowitzki,first,2004,1978,M
Kevin Garnett,second,2004,1976,M
Shawn Marion,third,2004,1978,M
Shaquille O'Neal,first,2004,1972,M
Amare Stoudemire,second,2004,1982,M
Ben Wallace,third,2004,1974,M
Allen Iverson,first,2004,1975,M
Dwyane Wade,second,2004,1982,M
Kobe Bryant,third,2004,1978,M
Steve Nash,first,2004,1974,M
Ray Allen,second,2004,1975,M
Gilbert Arenas,third,2004,1982,M
LeBron James,first,2005,1984,M
Elton Brand,second,2005,1979,M
Shawn Marion,third,2005,1978,M
Dirk Nowitzki,first,2005,1978,M
Tim Duncan,second,2005,1976,M
Carmelo Anthony,third,2005,1984,M
Shaquille O'Neal,first,2005,1972,M
Ben Wallace,second,2005,1974,M
Yao Ming,third,2005,1980,M
Kobe Bryant,first,2005,1978,M
Chauncey Billups,second,2005,1976,M
Allen Iverson,third,2005,1975,M
Steve Nash,first,2005,1974,M
Dwyane Wade,second,2005,1982,M
Gilbert Arenas,third,2005,1982,M
Dirk Nowitzki,first,2006,1978,M
LeBron James,second,2006,1984,M
Kevin Garnett,third,2006,1976,M
Tim Duncan,first,2006,1976,M
Chris Bosh,second,2006,1984,M
Carmelo Anthony,third,2006,1984,M
Amare Stoudemire,first,2006,1982,M
Yao Ming,second,2006,1980,M
Dwight Howard,third,2006,1985,M
Steve Nash,first,2006,1974,M
Gilbert Arenas,second,2006,1982,M
Dwyane Wade,third,2006,1982,M
Kobe Bryant,first,2006,1978,M
Tracy McGrady,second,2006,1979,M
Chauncey Billups,third,2006,1976,M
Kevin Garnett,first,2007,1976,M
Dirk Nowitzki,second,2007,1978,M
Carlos Boozer,third,2007,1981,M
LeBron James,first,2007,1984,M
Tim Duncan,second,2007,1976,M
Paul Pierce,third,2007,1977,M
Dwight Howard,first,2007,1985,M
Amare Stoudemire,second,2007,1982,M
Yao Ming,third,2007,1980,M
Kobe Bryant,first,2007,1978,M
Steve Nash,second,2007,1974,M
Tracy McGrady,third,2007,1979,M
Chris Paul,first,2007,1985,M
Deron Williams,second,2007,1984,M
Manu Ginóbili,third,2007,1977,M
Dirk Nowitzki,first,2008,1978,M
Paul Pierce,second,2008,1977,M
Pau Gasol,third,2008,1980,M
LeBron James,first,2008,1984,M
Tim Duncan,second,2008,1976,M
Carmelo Anthony,third,2008,1984,M
Dwight Howard,first,2008,1985,M
Yao Ming,second,2008,1980,M
Shaquille O'Neal,third,2008,1972,M
Kobe Bryant,first,2008,1978,M
Brandon Roy,second,2008,1984,M
Chauncey Billups,third,2008,1976,M
Dwyane Wade,first,2008,1982,M
Chris Paul,second,2008,1985,M
Tony Parker,third,2008,1982,M
Kevin Durant,first,2009,1988,M
Carmelo Anthony,second,2009,1984,M
Pau Gasol,third,2009,1980,M
LeBron James,first,2009,1984,M
Dirk Nowitzki,second,2009,1978,M
Tim Duncan,third,2009,1976,M
Dwight Howard,first,2009,1985,M
Amar'e Stoudemire,second,2009,1982,M
Andrew Bogut,third,2009,1984,M
Kobe Bryant,first,2009,1978,M
Deron Williams,second,2009,1984,M
Joe Johnson,third,2009,1981,M
Dwyane Wade,first,2009,1982,M
Steve Nash,second,2009,1974,M
Brandon Roy,third,2009,1984,M
Kevin Durant,first,2010,1988,M
Pau Gasol,second,2010,1980,M
LaMarcus Aldridge,third,2010,1985,M
LeBron James,first,2010,1984,M
Dirk Nowitzki,second,2010,1978,M
Zach Randolph,third,2010,1981,M
Dwight Howard,first,2010,1985,M
Amar'e Stoudemire,second,2010,1982,M
Al Horford,third,2010,1986,M
Kobe Bryant,first,2010,1978,M
Dwyane Wade,second,2010,1982,M
Manu Ginóbili,third,2010,1977,M
Derrick Rose,first,2010,1988,M
Russell Westbrook,second,2010,1988,M
Chris Paul,third,2010,1985,M
LeBron James,first,2011,1984,M
Kevin Love,second,2011,1988,M
Carmelo Anthony,third,2011,1984,M
Kevin Durant,first,2011,1988,M
Blake Griffin,second,2011,1989,M
Dirk Nowitzki,third,2011,1978,M
Dwight Howard,first,2011,1985,M
Andrew Bynum,second,2011,1987,M
Tyson Chandler,third,2011,1982,M
Kobe Bryant,first,2011,1978,M
Tony Parker,second,2011,1982,M
Dwyane Wade,third,2011,1982,M
Chris Paul,first,2011,1985,M
Russell Westbrook,second,2011,1988,M
Rajon Rondo,third,2011,1986,M
LeBron James,first,2012,1984,M
Carmelo Anthony,second,2012,1984,M
David Lee,third,2012,1983,M
Kevin Durant,first,2012,1988,M
Blake Griffin,second,2012,1989,M
Paul George,third,2012,1990,M
Tim Duncan,first,2012,1976,M
Marc Gasol,second,2012,1985,M
Dwight Howard,third,2012,1985,M
Kobe Bryant,first,2012,1978,M
Tony Parker,second,2012,1982,M
Dwyane Wade,third,2012,1982,M
Chris Paul,first,2012,1985,M
Russell Westbrook,second,2012,1988,M
James Harden,third,2012,1989,M
Kevin Durant,first,2013,1988,M
Blake Griffin,second,2013,1989,M
Paul George,third,2013,1990,M
LeBron James,first,2013,1984,M
Kevin Love,second,2013,1988,M
LaMarcus Aldridge,third,2013,1985,M
Joakim Noah,first,2013,1985,M
Dwight Howard,second,2013,1985,M
Al Jefferson,third,2013,1985,M
James Harden,first,2013,1989,M
Stephen Curry,second,2013,1988,M
Goran Dragić,third,2013,1986,M
Chris Paul,first,2013,1985,M
Tony Parker,second,2013,1982,M
Damian Lillard,third,2013,1990,M
LeBron James,first,2014,1984,M
LaMarcus Aldridge,second,2014,1985,M
Blake Griffin,third,2014,1989,M
Anthony Davis,first,2014,1993,M
Pau Gasol,second,2014,1980,M
Tim Duncan,third,2014,1976,M
Marc Gasol,first,2014,1985,M
DeMarcus Cousins,second,2014,1990,M
DeAndre Jordan,third,2014,1988,M
James Harden,first,2014,1989,M
Russell Westbrook,second,2014,1988,M
Klay Thompson,third,2014,1990,M
Stephen Curry,first,2014,1988,M
Chris Paul,second,2014,1985,M
Kyrie Irving,third,2014,1992,M
Kawhi Leonard,first,2015,1991,M
Kevin Durant,second,2015,1988,M
Paul George,third,2015,1990,M
LeBron James,first,2015,1984,M
Draymond Green,second,2015,1990,M
LaMarcus Aldridge,third,2015,1985,M
DeAndre Jordan,first,2015,1988,M
DeMarcus Cousins,second,2015,1990,M
Andre Drummond,third,2015,1993,M
Stephen Curry,first,2015,1988,M
Damian Lillard,second,2015,1990,M
Klay Thompson,third,2015,1990,M
Russell Westbrook,first,2015,1988,M
Chris Paul,second,2015,1985,M
Kyle Lowry,third,2015,1986,M
Kawhi Leonard,first,2016,1991,M
Kevin Durant,second,2016,1988,M
Jimmy Butler,third,2016,1989,M
LeBron James,first,2016,1984,M
Giannis Antetokounmpo,second,2016,1994,M
Draymond Green,third,2016,1990,M
Anthony Davis,first,2016,1993,M
Rudy Gobert,second,2016,1992,M
DeAndre Jordan,third,2016,1988,M
James Harden,first,2016,1989,M
Stephen Curry,second,2016,1988,M
John Wall,third,2016,1990,M
