player,detail,peak_date,birth_year,gender
Monica Seles,US Open,1992,1973,F
Monica Seles,Australian Open,1993,1973,F
Steffi Graf,French Open,1993,1969,F
Steffi Graf,Wimbledon,1993,1969,F
Steffi Graf,US Open,1993,1969,F
Steffi Graf,Australian Open,1994,1969,F
Arantxa Sánchez Vicario,French Open,1994,1971,F
Conchita Martínez,Wimbledon,1994,1972,F
Arantxa Sánchez Vicario,US Open,1994,1971,F
Mary Pierce,Australian Open,1995,1975,F
Steffi Graf,French Open,1995,1969,F
Steffi Graf,Wimbledon,1995,1969,F
Steffi Graf,US Open,1995,1969,F
Monica Seles,Australian Open,1996,1973,F
Steffi Graf,French Open,1996,1969,F
Steffi Graf,Wimbledon,1996,1969,F
Steffi Graf,US Open,1996,1969,F
Martina Hingis,Australian Open,1997,1980,F
Iva Majoli,French Open,1997,1977,F
Martina Hingis,Wimbledon,1997,1980,F
Martina Hingis,US Open,1997,1980,F
Martina Hingis,Australian Open,1998,1980,F
Arantxa Sánchez Vicario,French Open,1998,1971,F
Jana Novotná,Wimbledon,1998,1968,F
Lindsay Davenport,US Open,1998,1976,F
Martina Hingis,Australian Open,1999,1980,F
Steffi Graf,French Open,1999,1969,F
Lindsay Davenport,Wimbledon,1999,1976,F
Serena Williams,US Open,1999,1981,F
Lindsay Davenport,Australian Open,2000,1976,F
Mary Pierce,French Open,2000,1975,F
Venus Williams,Wimbledon,2000,1980,F
Venus Williams,US Open,2000,1980,F
Jennifer Capriati,Australian Open,2001,1976,F
Jennifer Capriati,French Open,2001,1976,F
Venus Williams,Wimbledon,2001,1980,F
Venus Williams,US Open,2001,1980,F
Jennifer Capriati,Australian Open,2002,1976,F
Serena Williams,French Open,2002,1981,F
Serena Williams,Wimbledon,2002,1981,F
Serena Williams,US Open,2002,1981,F
Serena Williams,Australian Open,2003,1981,F
Justine Henin,French Open,2003,1982,F
Serena Williams,Wimbledon,2003,1981,F
Justine Henin,US Open,2003,1982,F
Justine Henin,Australian Open,2004,1982,F
Anastasia Myskina,French Open,2004,1981,F
Maria Sharapova,Wimbledon,2004,1987,F
Svetlana Kuznetsova,US Open,2004,1985,F
Serena Williams,Australian Open,2005,1981,F
Justine Henin,French Open,2005,1982,F
Venus Williams,Wimbledon,2005,1980,F
Kim Clijsters,US Open,2005,1983,F
Amélie Mauresmo,Australian Open,2006,1979,F
Justine Henin,French Open,2006,1982,F
Amélie Mauresmo,Wimbledon,2006,1979,F
Maria Sharapova,US Open,2006,1987,F
Serena Williams,Australian Open,2007,1981,F
Justine Henin,French Open,2007,1982,F
Venus Williams,Wimbledon,2007,1980,F
Justine Henin,US Open,2007,1982,F
Maria Sharapova,Australian Open,2008,1987,F
Ana Ivanovic,French Open,2008,1987,F
Venus Williams,Wimbledon,2008,1980,F
Serena Williams,US Open,2008,1981,F
Serena Williams,Australian Open,2009,1981,F
Svetlana Kuznetsova,French Open,2009,1985,F
Serena Williams,Wimbledon,2009,1981,F
Kim Clijsters,US Open,2009,1983,F
Serena Williams,Australian Open,2010,1981,F
Francesca Schiavone,French Open,2010,1980,F
Serena Williams,Wimbledon,2010,1981,F
Kim Clijsters,US Open,2010,1983,F
Kim Clijsters,Australian Open,2011,1983,F
Li Na,French Open,2011,1982,F
Petra Kvitová,Wimbledon,2011,1990,F
Samantha Stosur,US Open,2011,1984,F
Victoria Azarenka,Australian Open,2012,1989,F
Maria Sharapova,French Open,2012,1987,F
Serena Williams,Wimbledon,2012,1981,F
Serena Williams,US Open,2012,1981,F
Victoria Azarenka,Australian Open,2013,1989,F
Serena Williams,French Open,2013,1981,F
Marion Bartoli,Wimbledon,2013,1984,F
Serena Williams,US Open,2013,1981,F
Li Na,Australian Open,2014,1982,F
Maria Sharapova,French Open,2014,1987,F
Petra Kvitová,Wimbledon,2014,1990,F
Serena Williams,US Open,2014,1981,F
Serena Williams,Australian Open,2015,1981,F
Serena Williams,French Open,2015,1981,F
Serena Williams,Wimbledon,2015,1981,F
Flavia Pennetta,US Open,2015,1982,F
Angelique Kerber,Australian Open,2016,1988,F
Garbiñe Muguruza,French Open,2016,1993,F
Serena Williams,Wimbledon,2016,1981,F
Angelique Kerber,US Open,2016,1988,F
Serena Williams,Australian Open,2017,1981,F
Jeļena Ostapenko,French Open,2017,1997,F
Garbiñe Muguruza,Wimbledon,2017,1993,F
Sloane Stephens,US Open,2017,1993,F
Caroline Wozniacki,Australian Open,2018,1990,F
Simona Halep,French Open,2018,1991,F
Angelique Kerber,Wimbledon,2018,1988,F
Naomi Osaka,US Open,2018,1997,F
Naomi Osaka,Australian Open,2019,1997,F
Ashleigh Barty,French Open,2019,1996,F
Simona Halep,Wimbledon,2019,1991,F
Bianca Andreescu,US Open,2019,2000,F
Sofia Kenin,Australian Open,2020,1998,F
Iga Świątek,French Open,2020,2001,F
Naomi Osaka,US Open,2020,1997,F
Naomi Osaka,Australian Open,2021,1997,F
Barbora Krejčíková,French Open,2021,1995,F
Ashleigh Barty,Wimbledon,2021,1996,F
Emma Raducanu,US Open,2021,2002,F
Ashleigh Barty,Australian Open,2022,1996,F
Iga Świątek,French Open,2022,2001,F
Elena Rybakina,Wimbledon,2022,1999,F
Iga Świątek,US Open,2022,2001,F
Aryna Sabalenka,Australian Open,2023,1998,F
Iga Świątek,French Open,2023,2001,F
Markéta Vondroušová,Wimbledon,2023,1999,F
Coco Gauff,US Open,2023,2004,F
Aryna Sabalenka,Australian Open,2024,1998,F
Iga Świątek,French Open,2024,2001,F
Barbora Krejčíková,Wimbledon,2024,1995,F
Aryna Sabalenka,US Open,2024,1998,F
