sex,age_group,year,suicide_rate
Males,20-24,1995,34.9
Males,25-29,1995,34.3
Males,30-34,1995,32.8
Males,35-39,1995,31.0
Males,40-44,1995,24.4
Males,45-49,1995,24.3
Males,50-54,1995,23.5
Males,55-59,1995,26.7
Males,60-64,1995,19.6
Males,65-69,1995,18.9
Males,70-74,1995,20.1
Males,75-79,1995,23.1
Males,80-84,1995,33.3
Males,85+,1995,40.6
Females,15-19,1995,4.7
Females,20-24,1995,7.8
Females,25-29,1995,7.2
Females,30-34,1995,6.9
Females,35-39,1995,7.0
Females,40-44,1995,8.1
Females,45-49,1995,7.8
Females,50-54,1995,8.6
Females,55-59,1995,7.9
Females,60-64,1995,5.3
Females,65-69,1995,6.5
Females,70-74,1995,4.4
Females,75-79,1995,5.6
Females,80-84,1995,8.7
Females,85+,1995,3.0
Males,15-19,1996,17.5
Males,20-24,1996,33.6
Males,25-29,1996,33.4
Males,30-34,1996,31.9
Males,35-39,1996,32.3
Males,40-44,1996,26.6
Males,45-49,1996,23.2
Males,50-54,1996,22.3
Males,55-59,1996,22.3
Males,60-64,1996,25.0
Males,65-69,1996,20.3
Males,70-74,1996,24.7
Males,75-79,1996,29.1
Males,80-84,1996,39.9
Males,85+,1996,30.0
Females,15-19,1996,4.2
Females,20-24,1996,4.4
Females,25-29,1996,7.0
Females,30-34,1996,6.5
Females,35-39,1996,8.9
Females,40-44,1996,6.7
Females,45-49,1996,7.8
Females,50-54,1996,7.7
Females,55-59,1996,5.2
Females,60-64,1996,5.4
Females,65-69,1996,4.2
Females,70-74,1996,7.1
Females,75-79,1996,5.8
Females,80-84,1996,4.6
Females,85+,1996,3.5
Males,15-19,1997,18.8
Males,20-24,1997,43.1
Males,25-29,1997,40.7
Males,30-34,1997,34.8
Males,35-39,1997,29.3
Males,40-44,1997,31.6
Males,45-49,1997,23.6
Males,50-54,1997,25.4
Males,55-59,1997,22.7
Males,60-64,1997,22.2
Males,65-69,1997,22.9
Males,70-74,1997,24.6
Males,75-79,1997,36.0
Males,80-84,1997,34.2
Males,85+,1997,40.9
Females,15-19,1997,5.3
Females,20-24,1997,9.0
Females,25-29,1997,8.2
Females,30-34,1997,7.9
Females,35-39,1997,8.7
Females,40-44,1997,8.4
Females,45-49,1997,7.0
Females,50-54,1997,9.5
Females,55-59,1997,7.6
Females,60-64,1997,6.6
Females,65-69,1997,7.1
Females,70-74,1997,6.7
Females,75-79,1997,8.2
Females,80-84,1997,6.1
Females,85+,1997,6.1
Males,15-19,1998,17.7
Males,20-24,1998,37.2
Males,25-29,1998,43.2
Males,30-34,1998,39.6
Males,35-39,1998,36.8
Males,40-44,1998,29.8
Males,45-49,1998,25.6
Males,50-54,1998,25.0
Males,55-59,1998,19.7
Males,60-64,1998,20.3
Males,65-69,1998,26.1
Males,70-74,1998,17.1
Males,75-79,1998,21.0
Males,80-84,1998,30.0
Males,85+,1998,32.4
Females,15-19,1998,5.6
Females,20-24,1998,7.3
Females,25-29,1998,7.7
Females,30-34,1998,7.5
Females,35-39,1998,10.3
Females,40-44,1998,8.3
Females,45-49,1998,5.1
Females,50-54,1998,6.8
Females,55-59,1998,7.0
Females,60-64,1998,6.2
Females,65-69,1998,5.8
Females,70-74,1998,6.4
Females,75-79,1998,6.4
Females,80-84,1998,8.3
Females,85+,1998,4.5
Males,15-19,1999,14.7
Males,20-24,1999,32.4
Males,25-29,1999,37.5
Males,30-34,1999,33.7
Males,35-39,1999,30.0
Males,40-44,1999,28.9
Males,45-49,1999,25.1
Males,50-54,1999,24.1
Males,55-59,1999,21.9
Males,60-64,1999,19.3
Males,65-69,1999,19.0
Males,70-74,1999,26.3
Males,75-79,1999,25.6
Males,80-84,1999,33.9
Males,85+,1999,40.1
Females,15-19,1999,4.3
Females,20-24,1999,6.9
Females,25-29,1999,7.6
Females,30-34,1999,8.6
Females,35-39,1999,6.4
Females,40-44,1999,7.9
Females,45-49,1999,8.6
Females,50-54,1999,6.7
Females,55-59,1999,4.4
Females,60-64,1999,5.8
Females,65-69,1999,4.9
Females,70-74,1999,3.6
Females,75-79,1999,3.6
Females,80-84,1999,4.4
Females,85+,1999,3.0
Males,15-19,2000,13.2
Males,20-24,2000,26.9
Males,25-29,2000,32.8
Males,30-34,2000,34.2
Males,35-39,2000,31.4
Males,40-44,2000,29.3
Males,45-49,2000,23.1
Males,50-54,2000,22.0
Males,55-59,2000,16.4
Males,60-64,2000,16.6
Males,65-69,2000,17.3
Males,70-74,2000,21.5
Males,75-79,2000,22.9
Males,80-84,2000,22.8
Males,85+,2000,46.7
Females,15-19,2000,6.4
Females,20-24,2000,5.4
Females,25-29,2000,7.9
Females,30-34,2000,6.9
Females,35-39,2000,8.9
Females,40-44,2000,9.0
Females,45-49,2000,5.1
Females,50-54,2000,5.3
Females,55-59,2000,6.2
Females,60-64,2000,5.6
Females,65-69,2000,5.8
Females,70-74,2000,6.3
Females,75-79,2000,4.5
Females,80-84,2000,5.8
Females,85+,2000,3.4
Males,15-19,2001,13.9
Males,20-24,2001,27.7
Males,25-29,2001,32.6
Males,30-34,2001,36.0
Males,35-39,2001,32.6
Males,40-44,2001,28.4
Males,45-49,2001,25.5
Males,50-54,2001,21.6
Males,55-59,2001,20.0
Males,60-64,2001,18.0
Males,65-69,2001,18.9
Males,70-74,2001,21.2
Males,75-79,2001,20.4
Males,80-84,2001,27.5
Males,85+,2001,32.0
Females,15-19,2001,3.8
Females,20-24,2001,6.0
Females,25-29,2001,7.9
Females,30-34,2001,7.2
Females,35-39,2001,9.0
Females,40-44,2001,7.2
Females,45-49,2001,7.2
Females,50-54,2001,8.9
Females,55-59,2001,5.7
Females,60-64,2001,4.9
Females,65-69,2001,3.8
Females,70-74,2001,6.0
Females,75-79,2001,5.2
Females,80-84,2001,5.5
Females,85+,2001,6.6
Males,15-19,2002,14.1
Males,20-24,2002,24.5
Males,25-29,2002,31.4
Males,30-34,2002,31.0
Males,35-39,2002,30.5
Males,40-44,2002,28.0
Males,45-49,2002,23.3
Males,50-54,2002,22.2
Males,55-59,2002,15.4
Males,60-64,2002,17.5
Males,65-69,2002,18.7
Males,70-74,2002,16.9
Males,75-79,2002,21.2
Males,80-84,2002,18.4
Males,85+,2002,34.3
Females,15-19,2002,4.1
Females,20-24,2002,4.5
Females,25-29,2002,6.9
Females,30-34,2002,7.4
Females,35-39,2002,6.5
Females,40-44,2002,9.8
Females,45-49,2002,7.4
Females,50-54,2002,6.7
Females,55-59,2002,6.6
Females,60-64,2002,5.0
Females,65-69,2002,4.3
Females,70-74,2002,4.5
Females,75-79,2002,3.4
Females,80-84,2002,6.2
Females,85+,2002,8.0
Males,15-19,2003,12.8
Males,20-24,2003,23.6
Males,25-29,2003,26.6
Males,30-34,2003,30.4
Males,35-39,2003,25.7
Males,40-44,2003,26.1
Males,45-49,2003,27.0
Males,50-54,2003,17.3
Males,55-59,2003,15.2
Males,60-64,2003,15.2
Males,65-69,2003,18.0
Males,70-74,2003,21.7
Males,75-79,2003,22.7
Males,80-84,2003,18.8
Males,85+,2003,32.1
Females,15-19,2003,3.6
Females,20-24,2003,3.8
Females,25-29,2003,6.1
Females,30-34,2003,9.2
Females,35-39,2003,7.8
Females,40-44,2003,5.9
Females,45-49,2003,8.1
Females,50-54,2003,5.5
Females,55-59,2003,6.5
Females,60-64,2003,5.1
Females,65-69,2003,5.5
Females,70-74,2003,4.0
Females,75-79,2003,4.7
Females,80-84,2003,1.8
Females,85+,2003,2.6
Males,15-19,2004,7.6
Males,20-24,2004,20.3
Males,25-29,2004,25.5
Males,30-34,2004,29.5
Males,35-39,2004,24.1
Males,40-44,2004,27.4
Males,45-49,2004,18.5
Males,50-54,2004,19.3
Males,55-59,2004,14.9
Males,60-64,2004,17.3
Males,65-69,2004,19.7
Males,70-74,2004,21.5
Males,75-79,2004,20.2
Males,80-84,2004,28.9
Males,85+,2004,33.4
Females,15-19,2004,4.8
Females,20-24,2004,5.5
Females,25-29,2004,4.5
Females,30-34,2004,6.3
Females,35-39,2004,5.6
Females,40-44,2004,6.5
Females,45-49,2004,7.1
Females,50-54,2004,5.8
Females,55-59,2004,4.1
Females,60-64,2004,3.8
Females,65-69,2004,4.6
Females,70-74,2004,3.7
Females,75-79,2004,6.4
Females,80-84,2004,6.6
Females,85+,2004,2.5
Males,15-19,2005,9.5
Males,20-24,2005,23.1
Males,25-29,2005,22.9
Males,30-34,2005,27.8
Males,35-39,2005,22.9
Males,40-44,2005,26.9
Males,45-49,2005,24.6
Males,50-54,2005,20.9
Males,55-59,2005,15.1
Males,60-64,2005,14.5
Males,65-69,2005,12.6
Males,70-74,2005,16.5
Males,75-79,2005,15.4
Males,80-84,2005,25.3
Males,85+,2005,34.2
Females,15-19,2005,3.6
Females,20-24,2005,4.7
Females,25-29,2005,6.4
Females,30-34,2005,4.8
Females,35-39,2005,6.9
Females,40-44,2005,5.6
Females,45-49,2005,6.3
Females,50-54,2005,5.9
Females,55-59,2005,4.1
Females,60-64,2005,5.4
Females,65-69,2005,5.2
Females,70-74,2005,5.6
Females,75-79,2005,6.7
Females,80-84,2005,4.7
Females,85+,2005,3.4
Males,15-19,2006,11.3
Males,20-24,2006,20.2
Males,25-29,2006,17.8
Males,30-34,2006,20.8
Males,35-39,2006,24.7
Males,40-44,2006,22.2
Males,45-49,2006,26.4
Males,50-54,2006,21.0
Males,55-59,2006,18.3
Males,60-64,2006,16.5
Males,65-69,2006,14.7
Males,70-74,2006,19.0
Males,75-79,2006,18.8
Males,80-84,2006,15.8
Males,85+,2006,39.7
Females,15-19,2006,4.3
Females,20-24,2006,5.5
Females,25-29,2006,5.1
Females,30-34,2006,5.3
Females,35-39,2006,7.2
Females,40-44,2006,7.5
Females,45-49,2006,5.0
Females,50-54,2006,6.8
Females,55-59,2006,6.8
Females,60-64,2006,6.1
Females,65-69,2006,4.9
Females,70-74,2006,7.1
Females,75-79,2006,5.4
Females,80-84,2006,6.3
Females,85+,2006,4.6
Males,15-19,2007,11.5
Males,20-24,2007,19.8
Males,25-29,2007,22.1
Males,30-34,2007,24.9
Males,35-39,2007,27.1
Males,40-44,2007,22.4
Males,45-49,2007,21.9
Males,50-54,2007,21.6
Males,55-59,2007,17.1
Males,60-64,2007,17.6
Males,65-69,2007,15.4
Males,70-74,2007,14.3
Males,75-79,2007,20.3
Males,80-84,2007,23.5
Males,85+,2007,29.8
Females,15-19,2007,4.6
Females,20-24,2007,4.7
Females,25-29,2007,5.8
Females,30-34,2007,6.7
Females,35-39,2007,6.6
Females,40-44,2007,7.8
Females,45-49,2007,7.0
Females,50-54,2007,8.0
Females,55-59,2007,7.3
Females,60-64,2007,7.2
Females,65-69,2007,4.7
Females,70-74,2007,4.5
Females,75-79,2007,5.4
Females,80-84,2007,2.5
Females,85+,2007,4.9
Males,15-19,2008,9.8
Males,20-24,2008,19.8
Males,25-29,2008,21.7
Males,30-34,2008,26.0
Males,35-39,2008,26.2
Males,40-44,2008,28.5
Males,45-49,2008,26.0
Males,50-54,2008,21.3
Males,55-59,2008,20.6
Males,60-64,2008,15.7
Males,65-69,2008,20.0
Males,70-74,2008,17.9
Males,75-79,2008,19.1
Males,80-84,2008,22.7
Males,85+,2008,28.1
Females,15-19,2008,3.6
Females,20-24,2008,4.7
Females,25-29,2008,5.0
Females,30-34,2008,7.3
Females,35-39,2008,7.9
Females,40-44,2008,6.9
Females,45-49,2008,7.2
Females,50-54,2008,8.5
Females,55-59,2008,6.1
Females,60-64,2008,3.8
Females,65-69,2008,3.8
Females,70-74,2008,6.2
Females,75-79,2008,4.7
Females,80-84,2008,1.6
Females,85+,2008,3.8
Males,15-19,2009,10.2
Males,20-24,2009,16.3
Males,25-29,2009,20.8
Males,30-34,2009,22.9
Males,35-39,2009,25.2
Males,40-44,2009,26.0
Males,45-49,2009,25.6
Males,50-54,2009,22.8
Males,55-59,2009,18.6
Males,60-64,2009,20.2
Males,65-69,2009,14.9
Males,70-74,2009,14.9
Males,75-79,2009,23.8
Males,80-84,2009,19.3
Males,85+,2009,32.3
Females,15-19,2009,3.9
Females,20-24,2009,4.9
Females,25-29,2009,6.4
Females,30-34,2009,7.2
Females,35-39,2009,7.1
Females,40-44,2009,6.4
Females,45-49,2009,6.1
Females,50-54,2009,9.3
Females,55-59,2009,7.4
Females,60-64,2009,5.5
Females,65-69,2009,5.1
Females,70-74,2009,4.0
Females,75-79,2009,5.4
Females,80-84,2009,5.7
Females,85+,2009,5.3
Males,15-19,2010,12.1
Males,20-24,2010,16.4
Males,25-29,2010,17.4
Males,30-34,2010,23.1
Males,35-39,2010,28.8
Males,40-44,2010,29.0
Males,45-49,2010,29.1
Males,50-54,2010,22.7
Males,55-59,2010,21.0
Males,60-64,2010,19.3
Males,65-69,2010,13.7
Males,70-74,2010,16.9
Males,75-79,2010,27.2
Males,80-84,2010,27.4
Males,85+,2010,25.8
Females,15-19,2010,3.7
Females,20-24,2010,7.0
Females,25-29,2010,6.4
Females,30-34,2010,6.3
Females,35-39,2010,7.3
Females,40-44,2010,7.0
Females,45-49,2010,8.2
Females,50-54,2010,7.5
Females,55-59,2010,6.8
Females,60-64,2010,5.0
Females,65-69,2010,3.3
Females,70-74,2010,4.4
Females,75-79,2010,5.1
Females,80-84,2010,6.8
Females,85+,2010,4.7
Males,15-19,2011,10.8
Males,20-24,2011,19.6
Males,25-29,2011,21.0
Males,30-34,2011,22.1
Males,35-39,2011,22.0
Males,40-44,2011,23.5
Males,45-49,2011,25.8
Males,50-54,2011,20.3
Males,55-59,2011,19.8
Males,60-64,2011,16.5
Males,65-69,2011,17.3
Males,70-74,2011,14.6
Males,75-79,2011,19.0
Males,80-84,2011,25.2
Males,85+,2011,35.2
Females,15-19,2011,5.1
Females,20-24,2011,7.2
Females,25-29,2011,5.0
Females,30-34,2011,5.7
Females,35-39,2011,7.5
Females,40-44,2011,8.1
Females,45-49,2011,7.3
Females,50-54,2011,6.5
Females,55-59,2011,7.9
Females,60-64,2011,4.2
Females,65-69,2011,3.5
Females,70-74,2011,5.9
Females,75-79,2011,4.0
Females,80-84,2011,4.7
Females,85+,2011,7.9
Males,15-19,2012,9.6
Males,20-24,2012,17.4
Males,25-29,2012,19.8
Males,30-34,2012,22.7
Males,35-39,2012,26.0
Males,40-44,2012,25.8
Males,45-49,2012,27.1
Males,50-54,2012,24.5
Males,55-59,2012,21.1
Males,60-64,2012,17.6
Males,65-69,2012,15.2
Males,70-74,2012,18.9
Males,75-79,2012,17.2
Males,80-84,2012,29.1
Males,85+,2012,38.1
Females,15-19,2012,8.3
Females,20-24,2012,6.3
Females,25-29,2012,5.1
Females,30-34,2012,6.9
Females,35-39,2012,8.3
Females,40-44,2012,8.6
Females,45-49,2012,6.6
Females,50-54,2012,9.2
Females,55-59,2012,6.5
Females,60-64,2012,6.2
Females,65-69,2012,4.3
Females,70-74,2012,4.7
Females,75-79,2012,4.9
Females,80-84,2012,10.3
Females,85+,2012,4.0
Males,15-19,2013,15.2
Males,20-24,2013,18.5
Males,25-29,2013,18.7
Males,30-34,2013,20.0
Males,35-39,2013,21.8
Males,40-44,2013,26.7
Males,45-49,2013,24.3
Males,50-54,2013,24.6
Males,55-59,2013,21.5
Males,60-64,2013,18.9
Males,65-69,2013,16.8
Males,70-74,2013,17.8
Males,75-79,2013,21.4
Males,80-84,2013,22.7
Males,85+,2013,38.6
Females,15-19,2013,5.7
Females,20-24,2013,6.7
Females,25-29,2013,5.6
Females,30-34,2013,5.7
Females,35-39,2013,8.2
Females,40-44,2013,9.5
Females,45-49,2013,8.4
Females,50-54,2013,8.9
Females,55-59,2013,7.0
Females,60-64,2013,7.5
Females,65-69,2013,5.0
Females,70-74,2013,5.8
Females,75-79,2013,5.4
Females,80-84,2013,4.8
Females,85+,2013,6.7
Males,15-19,2014,12.6
Males,20-24,2014,21.3
Males,25-29,2014,19.9
Males,30-34,2014,27.2
Males,35-39,2014,25.2
Males,40-44,2014,31.1
Males,45-49,2014,25.7
Males,50-54,2014,30.1
Males,55-59,2014,27.1
Males,60-64,2014,21.4
Males,65-69,2014,16.9
Males,70-74,2014,16.8
Males,75-79,2014,22.0
Males,80-84,2014,20.9
Males,85+,2014,38.5
Females,15-19,2014,5.4
Females,20-24,2014,7.3
Females,25-29,2014,6.5
Females,30-34,2014,7.5
Females,35-39,2014,9.8
Females,40-44,2014,8.2
Females,45-49,2014,7.9
Females,50-54,2014,9.1
Females,55-59,2014,7.9
Females,60-64,2014,6.1
Females,65-69,2014,5.9
Females,70-74,2014,6.7
Females,75-79,2014,3.4
Females,80-84,2014,6.0
Females,85+,2014,6.9
Males,15-19,2015,12.4
Males,20-24,2015,22.7
Males,25-29,2015,22.9
Males,30-34,2015,25.4
Males,35-39,2015,27.9
Males,40-44,2015,30.8
Males,45-49,2015,32.6
Males,50-54,2015,32.0
Males,55-59,2015,21.5
Males,60-64,2015,19.7
Males,65-69,2015,19.2
Males,70-74,2015,19.2
Males,75-79,2015,20.1
Males,80-84,2015,26.8
Males,85+,2015,41.3
Females,15-19,2015,7.9
Females,20-24,2015,6.6
Females,25-29,2015,6.7
Females,30-34,2015,6.7
Females,35-39,2015,8.8
Females,40-44,2015,8.4
Females,45-49,2015,11.3
Females,50-54,2015,10.1
Females,55-59,2015,9.2
Females,60-64,2015,5.8
Females,65-69,2015,4.6
Females,70-74,2015,6.5
Females,75-79,2015,6.3
Females,80-84,2015,6.8
Females,85+,2015,6.1
Males,15-19,2016,13.5
Males,20-24,2016,23.7
Males,25-29,2016,21.3
Males,30-34,2016,27.5
Males,35-39,2016,25.1
Males,40-44,2016,27.7
Males,45-49,2016,23.5
Males,50-54,2016,24.4
Males,55-59,2016,22.4
Males,60-64,2016,21.6
Males,65-69,2016,16.1
Males,70-74,2016,15.1
Males,75-79,2016,22.4
Males,80-84,2016,22.2
Males,85+,2016,36.3
Females,15-19,2016,5.1
Females,20-24,2016,8.0
Females,25-29,2016,7.5
Females,30-34,2016,8.6
Females,35-39,2016,7.4
Females,40-44,2016,8.2
Females,45-49,2016,8.4
Females,50-54,2016,10.6
Females,55-59,2016,7.0
Females,60-64,2016,6.0
Females,65-69,2016,4.8
Females,70-74,2016,5.3
Females,75-79,2016,8.5
Females,80-84,2016,4.8
Females,85+,2016,8.2
Males,15-19,2017,15.0
Males,20-24,2017,22.4
Males,25-29,2017,24.7
Males,30-34,2017,27.7
Males,35-39,2017,27.7
Males,40-44,2017,32.3
Males,45-49,2017,33.7
Males,50-54,2017,22.3
Males,55-59,2017,27.3
Males,60-64,2017,20.8
Males,65-69,2017,22.0
Males,70-74,2017,19.1
Males,75-79,2017,16.5
Males,80-84,2017,22.4
Males,85+,2017,34.2
Females,15-19,2017,7.1
Females,20-24,2017,6.8
Females,25-29,2017,7.6
Females,30-34,2017,7.6
Females,35-39,2017,7.1
Females,40-44,2017,10.2
Females,45-49,2017,11.1
Females,50-54,2017,11.4
Females,55-59,2017,9.9
Females,60-64,2017,7.9
Females,65-69,2017,5.8
Females,70-74,2017,7.0
Females,75-79,2017,6.8
Females,80-84,2017,7.3
Females,85+,2017,5.5
Males,15-19,2018,17.8
Males,20-24,2018,23.8
Males,25-29,2018,23.4
Males,30-34,2018,23.9
Males,35-39,2018,27.7
Males,40-44,2018,26.0
Males,45-49,2018,29.5
Males,50-54,2018,28.1
Males,55-59,2018,29.5
Males,60-64,2018,24.0
Males,65-69,2018,16.3
Males,70-74,2018,17.2
Males,75-79,2018,18.3
Males,80-84,2018,23.8
Males,85+,2018,33.9
Females,15-19,2018,7.0
Females,20-24,2018,6.2
Females,25-29,2018,6.9
Females,30-34,2018,6.6
Females,35-39,2018,7.5
Females,40-44,2018,9.8
Females,45-49,2018,8.5
Females,50-54,2018,9.3
Females,55-59,2018,8.6
Females,60-64,2018,7.0
Females,65-69,2018,6.3
Females,70-74,2018,4.8
Females,75-79,2018,5.2
Females,80-84,2018,9.4
Females,85+,2018,5.2
Males,15-19,2019,16.4
Males,20-24,2019,24.7
Males,25-29,2019,24.6
Males,30-34,2019,26.4
Males,35-39,2019,28.1
Males,40-44,2019,29.5
Males,45-49,2019,32.3
Males,50-54,2019,27.1
Males,55-59,2019,26.5
Males,60-64,2019,24.2
Males,65-69,2019,18.1
Males,70-74,2019,18.3
Males,75-79,2019,19.5
Males,80-84,2019,22.4
Males,85+,2019,32.9
Females,15-19,2019,6.6
Females,20-24,2019,8.4
Females,25-29,2019,8.5
Females,30-34,2019,6.2
Females,35-39,2019,9.4
Females,40-44,2019,10.3
Females,45-49,2019,7.7
Females,50-54,2019,8.9
Females,55-59,2019,9.7
Females,60-64,2019,7.4
Females,65-69,2019,4.7
Females,70-74,2019,4.6
Females,75-79,2019,7.4
Females,80-84,2019,7.2
Females,85+,2019,8.6
Males,15-19,2020,17.4
Males,20-24,2020,25.4
Males,25-29,2020,23.3
Males,30-34,2020,23.7
Males,35-39,2020,24.1
Males,40-44,2020,27.3
Males,45-49,2020,25.6
Males,50-54,2020,26.6
Males,55-59,2020,23.4
Males,60-64,2020,23.6
Males,65-69,2020,18.0
Males,70-74,2020,16.8
Males,75-79,2020,19.8
Males,80-84,2020,21.7
Males,85+,2020,37.9
Females,15-19,2020,6.1
Females,20-24,2020,7.4
Females,25-29,2020,8.2
Females,30-34,2020,8.3
Females,35-39,2020,7.6
Females,40-44,2020,8.3
Females,45-49,2020,9.7
Females,50-54,2020,6.8
Females,55-59,2020,6.1
Females,60-64,2020,6.7
Females,65-69,2020,4.6
Females,70-74,2020,5.6
Females,75-79,2020,6.3
Females,80-84,2020,7.0
Females,85+,2020,6.9
Males,15-19,2021,13.1
Males,20-24,2021,21.9
Males,25-29,2021,24.5
Males,30-34,2021,23.7
Males,35-39,2021,24.9
Males,40-44,2021,23.0
Males,45-49,2021,23.2
Males,50-54,2021,27.2
Males,55-59,2021,26.0
Males,60-64,2021,22.4
Males,65-69,2021,18.9
Males,70-74,2021,19.3
Males,75-79,2021,17.5
Males,80-84,2021,31.6
Males,85+,2021,36.4
Females,15-19,2021,7.1
Females,20-24,2021,9.0
Females,25-29,2021,7.8
Females,30-34,2021,7.0
Females,35-39,2021,8.0
Females,40-44,2021,8.9
Females,45-49,2021,7.6
Females,50-54,2021,9.7
Females,55-59,2021,7.5
Females,60-64,2021,5.2
Females,65-69,2021,4.5
Females,70-74,2021,4.9
Females,75-79,2021,4.3
Females,80-84,2021,6.1
Females,85+,2021,8.9
Males,15-19,2022,9.7
Males,20-24,2022,20.5
Males,25-29,2022,24.0
Males,30-34,2022,25.0
Males,35-39,2022,24.1
Males,40-44,2022,27.3
Males,45-49,2022,32.6
Males,50-54,2022,27.4
Males,55-59,2022,24.9
Males,60-64,2022,21.6
Males,65-69,2022,19.9
Males,70-74,2022,20.0
Males,75-79,2022,20.7
Males,80-84,2022,22.2
Males,85+,2022,32.7
Females,15-19,2022,6.6
Females,20-24,2022,8.7
Females,25-29,2022,8.3
Females,30-34,2022,7.6
Females,35-39,2022,7.7
Females,40-44,2022,7.3
Females,45-49,2022,8.8
Females,50-54,2022,8.3
Females,55-59,2022,7.1
Females,60-64,2022,6.0
Females,65-69,2022,4.4
Females,70-74,2022,6.6
Females,75-79,2022,5.1
Females,80-84,2022,5.2
Females,85+,2022,10.6
